DataOwner,DataStatus,LongStationName,ShortStationName,StationNumber,SampleCode,CollectionDate,Analyte,CASReg_Number,Result,RptLimit,Units,Method,Depth,Matrix,SampleType,ParentSample,Description,Notes,ResultRejected
6301,"3500 - Public, Reviewed and Validated",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,CF1021B0928,10/26/2021 12:03,Pheophytin a,0,4.03,0.5,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3500 - Public, Reviewed and Validated",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,CF1021B0928,10/26/2021 12:03,Total Suspended Solids,0,91.3,2.5,mg/L,EPA 160.2 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3500 - Public, Reviewed and Validated",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,CF1021B0929,10/26/2021 12:03,Total Suspended Solids,0,109,2.5,mg/L,EPA 160.2 [1]*,1 Meters,"Water, Natural",Duplicate Sample,CF1021B0928,,,N
6301,"3500 - Public, Reviewed and Validated",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,CF1021B0928,10/26/2021 12:03,Field Specific Conductance,0,466,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,-
6301,"3500 - Public, Reviewed and Validated",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,CF1021B0928,10/26/2021 12:03,Field Dissolved Oxygen,0,2.72,0.1,mg/L,ASTM Method D888-09-C (Field) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,-
6301,"3500 - Public, Reviewed and Validated",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,CF1021B0928,10/26/2021 12:03,Field pH,0,7.19,0.1,pH Units,SM 4500-H B-2000 (Field) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,-
6301,"3500 - Public, Reviewed and Validated",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,CF1021B0928,10/26/2021 12:03,Field Water Temperature,0,15.145,0.1,°C,EPA 170.1 (Field) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,-
6301,"3500 - Public, Reviewed and Validated",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,CF1021B0928,10/26/2021 12:03,Field Turbidity,0,86.29,0.1,F.N.U.,"Turbidity, Sonde [D-2]*",1 Meters,"Water, Natural",Normal Sample,0,,,-
6301,"3500 - Public, Reviewed and Validated",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,CF1221B1085,12/6/2021 11:10,Chlorophyll a,479-61-8,3.92,0.5,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3500 - Public, Reviewed and Validated",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,CF1221B1086,12/6/2021 11:10,Chlorophyll a,479-61-8,5.05,0.5,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Duplicate Sample,CF1221B1085,,,N
6301,"3500 - Public, Reviewed and Validated",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,CF1221B1086,12/6/2021 11:10,Dissolved Organic Carbon,7440-44-0,9.9,0.5,mg/L as C,EPA 415.3 (D) [1]*,1 Meters,"Water, Natural",Duplicate Sample,CF1221B1085,,,N
6301,"3500 - Public, Reviewed and Validated",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,CF1221B1085,12/6/2021 11:10,Dissolved Organic Carbon,7440-44-0,9.7,0.5,mg/L as C,EPA 415.3 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3500 - Public, Reviewed and Validated",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,CF1221B1085,12/6/2021 11:10,Total Organic Carbon,7440-44-0,9.6,0.5,mg/L as C,EPA 415.3 (T) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3500 - Public, Reviewed and Validated",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,CF1221B1086,12/6/2021 11:10,Total Organic Carbon,7440-44-0,9.6,0.5,mg/L as C,EPA 415.3 (T) [1]*,1 Meters,"Water, Natural",Duplicate Sample,CF1221B1085,,,N
6301,"3500 - Public, Reviewed and Validated",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,CF1221B1086,12/6/2021 11:10,Pheophytin a,0,1.97,0.5,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Duplicate Sample,CF1221B1085,,,N
6301,"3500 - Public, Reviewed and Validated",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,CF1221B1085,12/6/2021 11:10,Pheophytin a,0,3.5,0.5,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3500 - Public, Reviewed and Validated",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,CF1221B1085,12/6/2021 11:10,Total Suspended Solids,0,16.4,2.5,mg/L,EPA 160.2 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3500 - Public, Reviewed and Validated",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,CF1221B1086,12/6/2021 11:10,Total Suspended Solids,0,17.1,2.5,mg/L,EPA 160.2 [1]*,1 Meters,"Water, Natural",Duplicate Sample,CF1221B1085,,,N
6301,"3500 - Public, Reviewed and Validated",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,CF1221B1085,12/6/2021 11:10,Field Specific Conductance,0,758.9,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,-
6301,"3500 - Public, Reviewed and Validated",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,CF1221B1085,12/6/2021 11:10,Field Dissolved Oxygen,0,4.53,0.1,mg/L,ASTM Method D888-09-C (Field) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,-
6301,"3500 - Public, Reviewed and Validated",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,CF1221B1085,12/6/2021 11:10,Field pH,0,7.42,0.1,pH Units,SM 4500-H B-2000 (Field) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,-
6301,"3500 - Public, Reviewed and Validated",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,CF1221B1085,12/6/2021 11:10,Field Water Temperature,0,11.786,0.1,°C,EPA 170.1 (Field) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,-
6301,"3500 - Public, Reviewed and Validated",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,CF1221B1085,12/6/2021 11:10,Field Turbidity,0,16.19,0.1,F.N.U.,"Turbidity, Sonde [D-2]*",1 Meters,"Water, Natural",Normal Sample,0,,,-
"
",,,,,,,,,,,,,,,,,,,
"*Codes in brackets ([]) following the analyte name refer to the Method Comparibility Code.  For more information, please refer to https://cdowr-dev.outsystemsenterprise.com/WaterDataLibrary/MTCCodes.aspx.",,,,,,,,,,,,,,,,,,,
