Date,Time,Station_Number,Depth,Discrete_Chlorophyll,Calculated_Chlorophyll,Discrete_Oxygen,Calculated_Oxygen,Discrete_SPM,Calculated_SPM,Extinction_Coefficient,Salinity,Temperature,Nitrite,Nitrate_+_Nitrite,Ammonium,Phosphate,Silicate
2/10/16,854,10,2,,1.6,,9.0,,32,,8.99,12.08,,,,,
2/10/16,854,10,3,,1.6,,9.0,,32,,9.08,12.09,,,,,
2/10/16,854,10,4,,1.6,,9.0,,36,,9.84,12.15,,,,,
2/10/16,854,10,5,,1.6,,9.0,,37,,10.51,12.22,,,,,
2/10/16,854,10,6,,1.7,,8.9,,41,,11.36,12.30,,,,,
2/10/16,854,10,7,,1.7,,8.9,,49,,11.85,12.33,,,,,
2/10/16,854,10,8,,1.6,,8.9,,54,,12.05,12.34,,,,,
2/10/16,854,10,9,,1.6,,8.8,,58,,12.42,12.37,,,,,
2/10/16,854,10,10,,1.6,,8.8,,60,,12.90,12.39,,,,,
2/10/16,854,10,11,,1.6,,8.8,,61,,12.89,12.39,,,,,
2/10/16,854,10,12,,1.6,,8.8,,61,,13.02,12.40,,,,,
2/10/16,854,10,13,,1.6,,8.8,,61,,13.05,12.40,,,,,
2/10/16,854,10,14,,1.6,,8.8,,61,,13.81,12.44,,,,,
2/10/16,854,10,15,,1.6,,8.7,,61,,13.98,12.45,,,,,
2/10/16,854,10,16,,1.6,,8.7,,62,,14.02,12.46,,,,,
2/10/16,854,10,17,,1.6,,8.7,,65,,14.10,12.46,,,,,
2/10/16,908,9,1,1.3,1.5,9.1,9.1,48.4,44,3.66,7.43,12.03,1.23,33.84,10.85,2.13,195.10
2/10/16,908,9,2,,1.5,,9.1,,42,,7.42,12.06,,,,,
2/10/16,908,9,3,,1.5,,9.1,,41,,7.43,12.03,,,,,
2/10/16,908,9,4,,1.5,,9.1,,45,,7.49,12.04,,,,,
2/10/16,908,9,5,,1.5,,9.1,,48,,7.52,12.04,,,,,
2/10/16,908,9,6,,1.5,,9.1,,48,,7.51,12.04,,,,,
2/10/16,908,9,7,,1.5,,9.1,,49,,7.50,12.04,,,,,
2/10/16,908,9,8,,1.5,,9.1,,49,,7.51,12.04,,,,,
2/10/16,908,9,9,,1.5,,9.1,,49,,7.53,12.04,,,,,
2/10/16,908,9,10,,1.5,,9.1,,48,,7.55,12.04,,,,,
2/10/16,908,9,11,,1.5,,9.1,,49,,7.60,12.04,,,,,
2/10/16,908,9,12,,1.5,,9.1,,49,,7.83,12.06,,,,,
2/10/16,908,9,13,,1.5,,9.1,,51,,8.09,12.08,,,,,
2/10/16,908,9,14,,1.5,,9.1,,55,,8.06,12.08,,,,,
2/10/16,908,9,15,,1.4,,9.1,,56,,8.22,12.10,,,,,
2/10/16,908,9,16,,1.5,,9.1,,58,,8.22,12.10,,,,,
2/10/16,908,9,17,,1.5,,9.1,,59,,8.23,12.10,,,,,
2/10/16,908,9,18,,1.5,,9.1,,60,,8.23,12.10,,,,,
2/10/16,908,9,19,,1.5,,9.1,,61,,8.26,12.10,,,,,
2/10/16,908,9,20,1.1,1.5,,9.0,68.7,62,,8.28,12.10,,,,,
2/10/16,927,8,1,,1.2,,9.0,,51,4.69,4.14,11.84,,,,,
2/10/16,927,8,2,,1.3,,9.1,,54,,5.03,11.86,,,,,
2/10/16,927,8,3,,1.3,,9.1,,55,,5.46,11.88,,,,,
2/10/16,927,8,4,,1.4,,9.1,,56,,6.03,11.89,,,,,
2/10/16,927,8,5,,1.3,,9.1,,62,,6.26,11.93,,,,,
2/10/16,927,8,6,,1.4,,9.1,,68,,6.54,11.96,,,,,
2/10/16,927,8,7,,1.4,,9.1,,68,,6.60,11.96,,,,,
2/10/16,927,8,8,,1.4,,9.1,,66,,6.62,11.96,,,,,
2/10/16,927,8,9,,1.4,,9.1,,64,,6.64,11.96,,,,,
2/10/16,927,8,10,,1.4,,9.1,,64,,6.64,11.96,,,,,
2/10/16,927,8,11,,1.4,,9.1,,63,,6.63,11.96,,,,,
2/10/16,927,8,12,,1.4,,9.1,,63,,6.67,11.96,,,,,
2/10/16,927,8,13,,1.4,,9.1,,63,,6.72,11.96,,,,,
2/10/16,927,8,14,,1.4,,9.1,,62,,6.85,11.98,,,,,
2/10/16,927,8,15,,1.4,,9.1,,63,,7.25,12.02,,,,,
2/10/16,927,8,16,,1.4,,9.1,,67,,7.55,12.05,,,,,
2/10/16,946,7,1,1.0,1.4,,9.3,,48,3.95,3.84,11.67,,,,,
2/10/16,946,7,2,,1.4,,9.3,,50,,3.94,11.69,,,,,
2/10/16,946,7,3,,1.4,,9.3,,53,,4.05,11.71,,,,,
2/10/16,946,7,4,,1.4,,9.3,,54,,4.16,11.73,,,,,
2/10/16,946,7,5,,1.4,,9.3,,59,,4.31,11.76,,,,,
2/10/16,946,7,6,,1.4,,9.3,,65,,4.39,11.77,,,,,
2/10/16,946,7,7,,1.4,,9.3,,66,,4.44,11.77,,,,,
2/10/16,946,7,8,,1.4,,9.3,,68,,4.50,11.78,,,,,
2/10/16,946,7,9,,1.4,,9.3,,69,,4.57,11.79,,,,,
2/10/16,946,7,10,,1.4,,9.3,,71,,4.59,11.79,,,,,
2/10/16,946,7,11,,1.4,,9.2,,80,,4.68,11.80,,,,,
2/10/16,946,7,12,,1.4,,9.2,,86,,4.71,11.81,,,,,
2/10/16,946,7,13,,1.4,,9.2,,90,,4.74,11.81,,,,,
2/10/16,946,7,14,,1.4,,9.2,,95,,4.77,11.82,,,,,
2/10/16,946,7,15,,1.3,,9.2,,94,,4.77,11.82,,,,,
2/10/16,1003,6,1,1.2,1.2,9.4,9.4,52.6,63,4.80,1.67,11.32,1.00,36.41,9.64,1.87,224.79
2/10/16,1003,6,2,,1.2,,9.4,,64,,1.78,11.32,,,,,
2/10/16,1003,6,3,,1.2,,9.4,,68,,1.84,11.33,,,,,
2/10/16,1003,6,4,,1.2,,9.4,,72,,1.86,11.33,,,,,
2/10/16,1003,6,5,,1.2,,9.4,,74,,1.91,11.34,,,,,
2/10/16,1003,6,6,,1.2,,9.4,,80,,1.94,11.35,,,,,
2/10/16,1003,6,7,,1.2,,9.4,,83,,1.94,11.35,,,,,
2/10/16,1003,6,8,,1.2,,9.4,,85,,1.96,11.35,,,,,
2/10/16,1003,6,9,,1.2,,9.4,,88,,1.97,11.35,,,,,
2/10/16,1003,6,10,,1.2,,9.4,,88,,1.96,11.35,,,,,
2/10/16,1003,6,11,1.2,1.2,,9.4,93.6,89,,1.97,11.35,,,,,
2/10/16,1020,5,1,,1.3,,9.2,,69,6.18,0.58,11.02,,,,,
2/10/16,1020,5,2,,1.1,,9.3,,71,,0.58,10.99,,,,,
2/10/16,1020,5,3,,1.1,,9.3,,75,,0.58,10.99,,,,,
2/10/16,1020,5,4,,1.1,,9.3,,75,,0.58,10.99,,,,,
2/10/16,1020,5,5,,1.2,,9.4,,77,,0.60,11.00,,,,,
2/10/16,1020,5,6,,1.1,,9.4,,78,,0.60,11.00,,,,,
2/10/16,1020,5,7,,1.2,,9.4,,79,,0.60,11.00,,,,,
2/10/16,1020,5,8,,1.1,,9.4,,79,,0.60,11.00,,,,,
2/10/16,1020,5,9,,1.2,,9.4,,79,,0.60,11.00,,,,,
2/10/16,1033,4,1,,1.2,,9.4,,74,5.07,0.24,10.83,,,,,
2/10/16,1033,4,2,,1.3,,9.4,,74,,0.24,10.80,,,,,
2/10/16,1033,4,3,,1.3,,9.4,,77,,0.24,10.80,,,,,
2/10/16,1033,4,4,,1.3,,9.4,,79,,0.24,10.80,,,,,
2/10/16,1033,4,5,,1.3,,9.4,,80,,0.24,10.80,,,,,
2/10/16,1033,4,6,,1.3,,9.4,,80,,0.24,10.80,,,,,
2/10/16,1033,4,7,,1.2,,9.4,,80,,0.24,10.80,,,,,
2/10/16,1033,4,8,,1.3,,9.4,,80,,0.24,10.80,,,,,
2/10/16,1033,4,9,,1.2,,9.4,,79,,0.24,10.80,,,,,
2/10/16,1033,4,10,,1.2,,9.4,,79,,0.24,10.80,,,,,
2/10/16,1033,4,11,,1.2,,9.4,,79,,0.24,10.80,,,,,
2/10/16,1033,4,12,,1.2,,9.4,,78,,0.25,10.80,,,,,
2/10/16,1033,4,13,,1.2,,9.4,,78,,0.25,10.81,,,,,
2/10/16,1033,4,14,,1.2,,9.4,,78,,0.25,10.80,,,,,
2/10/16,1033,4,15,,1.2,,9.4,,78,,0.25,10.81,,,,,
2/10/16,1033,4,16,,1.2,,9.4,,77,,0.25,10.81,,,,,
2/10/16,1033,4,17,,1.2,,9.4,,78,,0.25,10.81,,,,,
2/10/16,1050,3,1,1.5,1.3,9.3,9.3,59.8,69,4.96,0.21,10.99,0.80,38.41,8.92,2.00,263.02
2/10/16,1050,3,2,,1.2,,9.3,,68,,0.21,10.98,,,,,
2/10/16,1050,3,3,,1.2,,9.3,,70,,0.21,10.93,,,,,
2/10/16,1050,3,4,,1.2,,9.3,,73,,0.21,10.91,,,,,
2/10/16,1050,3,5,,1.2,,9.3,,74,,0.21,10.91,,,,,
2/10/16,1050,3,6,,1.2,,9.3,,75,,0.21,10.91,,,,,
2/10/16,1050,3,7,,1.2,,9.3,,75,,0.21,10.91,,,,,
2/10/16,1050,3,8,1.3,1.2,,9.4,,76,,0.21,10.91,,,,,
2/10/16,1102,2,1,,1.4,,9.3,,57,4.41,0.13,10.74,,,,,
2/10/16,1102,2,2,,1.3,,9.3,,58,,0.13,10.73,,,,,
2/10/16,1102,2,3,,1.4,,9.4,,63,,0.13,10.72,,,,,
2/10/16,1102,2,4,,1.4,,9.4,,60,,0.13,10.71,,,,,
2/10/16,1102,2,5,,1.4,,9.4,,59,,0.13,10.71,,,,,
2/10/16,1102,2,6,,1.4,,9.4,,59,,0.13,10.71,,,,,
2/10/16,1102,2,7,,1.3,,9.4,,58,,0.13,10.70,,,,,
2/10/16,1102,2,8,,1.3,,9.4,,59,,0.13,10.70,,,,,
2/10/16,1102,2,9,,1.3,,9.4,,58,,0.13,10.70,,,,,
2/10/16,1102,2,10,,1.3,,9.4,,57,,0.13,10.70,,,,,
2/10/16,1102,2,11,,1.3,,9.4,,57,,0.13,10.70,,,,,
2/10/16,1102,2,12,,1.3,,9.4,,58,,0.13,10.71,,,,,
2/10/16,1102,2,13,,1.3,,9.3,,57,,0.13,10.71,,,,,
2/10/16,1102,2,14,,1.3,,9.3,,56,,0.13,10.72,,,,,
2/10/16,1102,2,15,,1.3,,9.3,,57,,0.13,10.72,,,,,
2/10/16,1102,2,16,,1.3,,9.3,,57,,0.13,10.72,,,,,
2/10/16,1116,649,1,1.8,1.9,9.7,9.6,40.0,39,3.06,0.10,10.55,0.47,23.70,10.64,1.69,248.57
2/10/16,1116,649,2,,1.8,,9.7,,38,,0.10,10.32,,,,,
2/10/16,1116,649,3,,1.7,,9.7,,43,,0.10,10.28,,,,,
2/10/16,1116,649,4,,1.7,,9.7,,45,,0.10,10.26,,,,,
2/10/16,1116,649,5,,1.7,,9.7,,48,,0.10,10.26,,,,,
2/10/16,1116,649,6,,1.7,,9.7,,49,,0.10,10.25,,,,,
2/10/16,1116,649,7,,1.7,,9.7,,52,,0.10,10.25,,,,,
2/10/16,1116,649,8,,1.7,,9.7,,54,,0.10,10.25,,,,,
2/10/16,1116,649,9,,1.7,,9.7,,57,,0.10,10.24,,,,,
2/10/16,1116,649,10,,1.7,,9.7,,58,,0.10,10.24,,,,,
2/10/16,1116,649,11,1.9,1.7,,9.7,64.6,60,,0.10,10.25,,,,,
2/10/16,1139,653,1,,1.9,,9.6,,31,2.38,0.10,10.58,,,,,
2/10/16,1139,653,2,,1.8,,9.6,,32,,0.10,10.55,,,,,
2/10/16,1139,653,3,,1.6,,9.6,,34,,0.10,10.53,,,,,
2/10/16,1139,653,4,,1.7,,9.6,,34,,0.10,10.53,,,,,
2/10/16,1139,653,5,,1.8,,9.6,,34,,0.10,10.53,,,,,
2/10/16,1139,653,6,,1.8,,9.6,,33,,0.10,10.53,,,,,
2/10/16,1139,653,7,,1.8,,9.6,,33,,0.10,10.52,,,,,
2/10/16,1139,653,8,,1.7,,9.6,,34,,0.10,10.52,,,,,
2/10/16,1139,653,9,,1.8,,9.6,,34,,0.10,10.52,,,,,
2/10/16,1157,657,1,2.0,1.9,9.5,9.5,22.5,29,2.36,0.11,10.78,0.45,20.28,11.57,1.64,222.91
2/10/16,1157,657,2,,1.8,,9.5,,29,,0.11,10.75,,,,,
2/10/16,1157,657,3,,1.8,,9.5,,30,,0.11,10.75,,,,,
2/10/16,1157,657,4,,1.8,,9.5,,30,,0.11,10.74,,,,,
2/10/16,1157,657,5,,1.8,,9.5,,30,,0.11,10.73,,,,,
2/10/16,1157,657,6,,1.6,,9.5,,30,,0.11,10.72,,,,,
2/10/16,1157,657,7,,1.7,,9.5,,30,,0.11,10.72,,,,,
2/10/16,1157,657,8,,1.8,,9.5,,30,,0.11,10.72,,,,,
2/10/16,1157,657,9,,1.8,,9.5,,30,,0.11,10.72,,,,,
2/10/16,1157,657,10,1.8,1.8,,9.5,27.1,30,,0.11,10.72,,,,,
3/9/16,632,18,1,3.4,2.9,8.1,8.2,11.6,14,,27.73,14.03,0.62,13.07,6.85,1.72,51.92
3/9/16,632,18,2,,2.8,,8.2,,14,,27.75,14.03,,,,,
3/9/16,632,18,3,,2.5,,8.2,,15,,27.74,14.03,,,,,
3/9/16,632,18,4,,2.6,,8.2,,15,,27.75,14.03,,,,,
3/9/16,632,18,5,,2.6,,8.2,,15,,27.76,14.03,,,,,
3/9/16,632,18,6,,3.1,,8.2,,15,,27.77,14.03,,,,,
3/9/16,632,18,7,,2.8,,8.2,,15,,27.79,14.03,,,,,
3/9/16,632,18,8,,2.7,,8.2,,14,,27.86,14.03,,,,,
3/9/16,632,18,9,,2.8,,8.2,,15,,27.96,14.04,,,,,
3/9/16,632,18,10,,2.8,,8.2,,16,,28.21,14.04,,,,,
3/9/16,632,18,11,,2.9,,8.2,,17,,28.43,14.04,,,,,
3/9/16,632,18,12,,3.2,,8.2,,19,,28.47,14.04,,,,,
3/9/16,632,18,13,,3.2,,8.2,,24,,28.47,14.05,,,,,
3/9/16,632,18,14,,3.0,,8.2,,24,,28.47,14.05,,,,,
3/9/16,632,18,15,,3.2,,8.2,,25,,28.47,14.05,,,,,
3/9/16,632,18,16,,3.3,,8.2,,27,,28.52,14.07,,,,,
3/9/16,632,18,17,,3.2,,8.2,,28,,28.61,14.07,,,,,
3/9/16,632,18,18,,3.3,,8.2,,29,,28.73,14.06,,,,,
3/9/16,632,18,19,,3.6,,8.2,,29,,28.76,14.06,,,,,
3/9/16,632,18,20,,3.4,,8.2,,28,,28.80,14.05,,,,,
3/9/16,632,18,21,,3.5,,8.2,,28,,28.95,14.04,,,,,
3/9/16,632,18,22,,3.3,,8.2,,27,,29.02,14.03,,,,,
3/9/16,632,18,23,,3.0,,8.2,,26,,29.01,14.03,,,,,
3/9/16,632,18,24,,3.2,,8.2,,26,,28.98,14.04,,,,,
3/9/16,632,18,25,,3.0,,8.2,,26,,29.00,14.03,,,,,
3/9/16,632,18,26,,3.0,,8.2,,26,,29.01,14.03,,,,,
3/9/16,632,18,27,,3.2,,8.2,,26,,28.99,14.04,,,,,
3/9/16,632,18,28,,3.0,,8.2,,25,,29.01,14.04,,,,,
3/9/16,632,18,29,,3.2,,8.2,,25,,29.02,14.04,,,,,
3/9/16,632,18,30,,3.0,,8.2,,25,,29.02,14.04,,,,,
3/9/16,632,18,31,,3.0,,8.2,,25,,29.02,14.04,,,,,
3/9/16,632,18,32,,3.0,,8.2,,25,,29.01,14.04,,,,,
3/9/16,632,18,33,,3.1,,8.2,,25,,29.01,14.04,,,,,
3/9/16,632,18,34,,3.0,,8.2,,24,,29.01,14.04,,,,,
3/9/16,632,18,35,4.8,3.0,,8.2,,25,,29.03,14.05,,,,,
3/9/16,651,17,1,2.6,2.4,,8.2,,12,1.64,23.12,14.22,,,,,
3/9/16,651,17,2,,2.8,,8.2,,16,,23.15,14.24,,,,,
3/9/16,651,17,3,,2.9,,8.2,,22,,23.19,14.25,,,,,
3/9/16,651,17,4,,2.9,,8.2,,23,,23.34,14.25,,,,,
3/9/16,651,17,5,,2.8,,8.2,,23,,23.75,14.26,,,,,
3/9/16,651,17,6,,2.8,,8.2,,20,,23.87,14.26,,,,,
3/9/16,651,17,7,,2.7,,8.2,,17,,23.92,14.26,,,,,
3/9/16,651,17,8,,2.6,,8.2,,17,,24.00,14.25,,,,,
3/9/16,651,17,9,,2.5,,8.2,,13,,24.30,14.24,,,,,
3/9/16,651,17,10,,2.6,,8.2,,12,,24.64,14.24,,,,,
3/9/16,651,17,11,,2.6,,8.1,,13,,25.28,14.24,,,,,
3/9/16,651,17,12,,2.9,,8.1,,18,,25.71,14.24,,,,,
3/9/16,706,16,1,,2.1,,8.2,,11,1.52,21.20,14.28,,,,,
3/9/16,706,16,2,,2.2,,8.2,,12,,21.28,14.28,,,,,
3/9/16,706,16,3,,2.1,,8.2,,14,,21.37,14.29,,,,,
3/9/16,706,16,4,,2.1,,8.2,,18,,21.49,14.28,,,,,
3/9/16,706,16,5,,2.4,,8.2,,20,,21.52,14.28,,,,,
3/9/16,706,16,6,,2.5,,8.2,,20,,21.54,14.28,,,,,
3/9/16,706,16,7,,2.4,,8.2,,20,,21.71,14.29,,,,,
3/9/16,706,16,8,,2.3,,8.2,,23,,22.09,14.29,,,,,
3/9/16,706,16,9,,2.2,,8.2,,27,,22.32,14.30,,,,,
3/9/16,706,16,10,,2.3,,8.2,,30,,22.36,14.31,,,,,
3/9/16,706,16,11,,2.2,,8.2,,29,,22.47,14.31,,,,,
3/9/16,706,16,12,,2.2,,8.2,,31,,22.50,14.31,,,,,
3/9/16,706,16,13,,2.2,,8.2,,31,,22.58,14.31,,,,,
3/9/16,724,15,1,1.9,2.4,8.2,8.3,18.9,15,1.85,17.38,14.32,0.98,26.84,8.07,2.45,135.36
3/9/16,724,15,2,,2.3,,8.3,,17,,17.42,14.32,,,,,
3/9/16,724,15,3,,2.5,,8.3,,20,,17.54,14.33,,,,,
3/9/16,724,15,4,,2.4,,8.3,,20,,17.57,14.33,,,,,
3/9/16,724,15,5,,2.4,,8.3,,22,,17.61,14.32,,,,,
3/9/16,724,15,6,,2.6,,8.3,,24,,17.85,14.30,,,,,
3/9/16,724,15,7,,2.6,,8.3,,27,,18.54,14.29,,,,,
3/9/16,724,15,8,,2.6,,8.2,,26,,19.41,14.33,,,,,
3/9/16,724,15,9,,2.5,,8.2,,27,,19.55,14.35,,,,,
3/9/16,724,15,10,,2.4,,8.2,,30,,20.01,14.38,,,,,
3/9/16,724,15,11,,2.2,,8.2,,32,,21.01,14.37,,,,,
3/9/16,724,15,12,,2.2,,8.2,,29,,21.35,14.37,,,,,
3/9/16,724,15,13,,2.1,,8.2,,28,,21.48,14.37,,,,,
3/9/16,724,15,14,,2.1,,8.2,,28,,21.65,14.37,,,,,
3/9/16,724,15,15,,2.2,,8.2,,28,,21.73,14.36,,,,,
3/9/16,724,15,16,,2.2,,8.2,,31,,21.81,14.36,,,,,
3/9/16,724,15,17,,2.1,,8.2,,32,,21.87,14.36,,,,,
3/9/16,724,15,18,,2.1,,8.2,,34,,21.93,14.36,,,,,
3/9/16,724,15,19,,2.2,,8.2,,36,,22.00,14.36,,,,,
3/9/16,724,15,20,,2.2,,8.1,,37,,22.05,14.36,,,,,
3/9/16,724,15,21,,2.3,,8.1,,36,,22.11,14.36,,,,,
3/9/16,724,15,22,,2.3,,8.1,,35,,22.20,14.36,,,,,
3/9/16,724,15,23,2.5,2.4,,8.1,,38,,22.35,14.36,,,,,
3/9/16,740,14,1,,2.3,,8.3,,16,1.73,18.17,14.29,,,,,
3/9/16,740,14,2,,2.3,,8.3,,15,,18.20,14.23,,,,,
3/9/16,740,14,3,,2.3,,8.3,,14,,18.51,14.29,,,,,
3/9/16,740,14,4,,2.4,,8.2,,16,,18.79,14.37,,,,,
3/9/16,740,14,5,,2.4,,8.2,,16,,19.02,14.39,,,,,
3/9/16,740,14,6,,2.4,,8.2,,16,,19.21,14.40,,,,,
3/9/16,740,14,7,,2.4,,8.2,,18,,19.33,14.41,,,,,
3/9/16,740,14,8,,2.4,,8.2,,20,,19.46,14.41,,,,,
3/9/16,740,14,9,,2.4,,8.2,,21,,19.65,14.42,,,,,
3/9/16,740,14,10,,2.4,,8.2,,23,,20.02,14.41,,,,,
3/9/16,740,14,11,,2.6,,8.2,,24,,20.16,14.41,,,,,
3/9/16,740,14,12,,2.5,,8.2,,25,,20.48,14.41,,,,,
3/9/16,740,14,13,,2.4,,8.2,,30,,20.59,14.41,,,,,
3/9/16,740,14,14,,2.4,,8.2,,34,,20.65,14.41,,,,,
3/9/16,752,13,1,2.2,2.2,8.4,8.3,14.7,12,1.68,14.23,14.48,1.10,30.41,8.14,2.42,147.26
3/9/16,752,13,2,,2.1,,8.3,,14,,15.33,14.49,,,,,
3/9/16,752,13,3,,2.0,,8.3,,16,,16.23,14.48,,,,,
3/9/16,752,13,4,,1.9,,8.3,,16,,16.91,14.47,,,,,
3/9/16,752,13,5,,1.9,,8.2,,17,,17.60,14.46,,,,,
3/9/16,752,13,6,,1.9,,8.2,,17,,18.22,14.45,,,,,
3/9/16,752,13,7,,1.9,,8.2,,18,,18.52,14.44,,,,,
3/9/16,752,13,8,,1.9,,8.2,,20,,18.92,14.43,,,,,
3/9/16,752,13,9,2.1,2.3,,8.2,23.8,23,,19.60,14.42,,,,,
3/9/16,813,12,1,,2.5,,8.4,,26,2.61,10.15,14.49,,,,,
3/9/16,813,12,2,,2.5,,8.5,,29,,10.46,14.52,,,,,
3/9/16,813,12,3,,2.4,,8.5,,34,,11.13,14.55,,,,,
3/9/16,813,12,4,,2.2,,8.4,,40,,11.67,14.56,,,,,
3/9/16,813,12,5,,2.1,,8.4,,42,,12.02,14.56,,,,,
3/9/16,813,12,6,,2.1,,8.4,,45,,12.37,14.56,,,,,
3/9/16,813,12,7,,2.0,,8.4,,46,,13.08,14.56,,,,,
3/9/16,813,12,8,,2.1,,8.4,,46,,14.00,14.55,,,,,
3/9/16,826,11,1,,2.5,,8.7,,33,2.69,8.29,14.47,,,,,
3/9/16,826,11,2,,2.4,,8.6,,30,,8.43,14.48,,,,,
3/9/16,826,11,3,,2.3,,8.6,,39,,8.66,14.49,,,,,
3/9/16,826,11,4,,2.3,,8.6,,43,,8.69,14.49,,,,,
3/9/16,826,11,5,,2.3,,8.6,,45,,8.72,14.49,,,,,
3/9/16,826,11,6,,2.3,,8.6,,46,,8.72,14.49,,,,,
3/9/16,826,11,7,,2.3,,8.6,,46,,8.74,14.49,,,,,
3/9/16,826,11,8,,2.3,,8.6,,47,,8.81,14.50,,,,,
3/9/16,826,11,9,,2.3,,8.6,,49,,8.88,14.49,,,,,
3/9/16,826,11,10,,2.3,,8.6,,51,,8.99,14.49,,,,,
3/9/16,826,11,11,,2.3,,8.6,,54,,9.06,14.49,,,,,
3/9/16,826,11,12,,2.3,,8.6,,54,,9.09,14.49,,,,,
3/9/16,826,11,13,,2.3,,8.6,,56,,9.17,14.49,,,,,
3/9/16,826,11,14,,2.3,,8.6,,59,,9.35,14.49,,,,,
3/9/16,826,11,15,,2.3,,8.6,,62,,9.52,14.51,,,,,
3/9/16,826,11,16,,2.3,,8.6,,62,,9.51,14.51,,,,,
3/9/16,826,11,17,,2.3,,8.6,,63,,9.51,14.51,,,,,
3/9/16,826,11,18,,2.3,,8.6,,62,,9.50,14.51,,,,,
3/9/16,826,11,19,,2.3,,8.5,,68,,9.79,14.54,,,,,
3/9/16,826,11,20,,2.4,,8.5,,73,,9.85,14.55,,,,,
3/9/16,841,10,1,,2.7,,8.8,,55,4.14,6.31,14.30,,,,,
3/9/16,841,10,2,,2.8,,8.8,,63,,6.45,14.32,,,,,
3/9/16,841,10,3,,2.9,,8.8,,72,,6.49,14.32,,,,,
3/9/16,841,10,4,,2.9,,8.8,,77,,6.52,14.33,,,,,
3/9/16,841,10,5,,2.8,,8.8,,81,,6.57,14.33,,,,,
3/9/16,841,10,6,,2.9,,8.8,,86,,6.62,14.34,,,,,
3/9/16,841,10,7,,2.8,,8.8,,88,,6.64,14.34,,,,,
3/9/16,841,10,8,,2.7,,8.8,,89,,6.64,14.34,,,,,
3/9/16,841,10,9,,2.8,,8.8,,88,,6.67,14.34,,,,,
3/9/16,841,10,10,,2.9,,8.7,,92,,6.70,14.35,,,,,
3/9/16,841,10,11,,2.8,,8.7,,93,,6.70,14.35,,,,,
3/9/16,841,10,12,,2.8,,8.8,,94,,6.74,14.35,,,,,
3/9/16,841,10,13,,2.7,,8.7,,102,,6.79,14.36,,,,,
3/9/16,841,10,14,,2.7,,8.7,,100,,6.79,14.36,,,,,
3/9/16,841,10,15,,2.7,,8.7,,104,,6.84,14.36,,,,,
3/9/16,841,10,16,,2.7,,8.7,,110,,6.98,14.37,,,,,
3/9/16,841,10,17,,2.7,,8.7,,111,,7.04,14.38,,,,,
3/9/16,851,9,1,2.2,3.2,8.8,8.8,81.1,77,5.89,5.02,14.08,1.32,31.20,9.78,2.18,220.55
3/9/16,851,9,2,,3.1,,8.8,,94,,5.29,14.15,,,,,
3/9/16,851,9,3,,3.0,,8.8,,100,,5.37,14.18,,,,,
3/9/16,851,9,4,,3.1,,8.8,,105,,5.43,14.19,,,,,
3/9/16,851,9,5,,3.0,,8.8,,110,,5.48,14.21,,,,,
3/9/16,851,9,6,,3.0,,8.8,,110,,5.51,14.21,,,,,
3/9/16,851,9,7,,3.0,,8.8,,107,,5.52,14.22,,,,,
3/9/16,851,9,8,,3.0,,8.8,,106,,5.55,14.23,,,,,
3/9/16,851,9,9,,3.0,,8.8,,104,,5.59,14.24,,,,,
3/9/16,851,9,10,,3.0,,8.8,,103,,5.61,14.24,,,,,
3/9/16,851,9,11,,3.0,,8.8,,104,,5.66,14.25,,,,,
3/9/16,851,9,12,,3.0,,8.8,,109,,5.79,14.26,,,,,
3/9/16,851,9,13,,3.1,,8.8,,117,,5.84,14.27,,,,,
3/9/16,851,9,14,,3.0,,8.8,,121,,5.86,14.27,,,,,
3/9/16,851,9,15,,3.1,,8.8,,124,,5.89,14.27,,,,,
3/9/16,851,9,16,,3.0,,8.8,,125,,5.95,14.28,,,,,
3/9/16,851,9,17,,3.1,,8.8,,130,,5.96,14.28,,,,,
3/9/16,851,9,18,,3.1,,8.8,,131,,5.98,14.28,,,,,
3/9/16,851,9,19,,3.1,,8.8,,132,,5.98,14.28,,,,,
3/9/16,851,9,20,,3.1,,8.8,,134,,6.00,14.28,,,,,
3/9/16,851,9,21,,3.1,,8.8,,136,,6.00,14.28,,,,,
3/9/16,851,9,22,,3.2,,8.8,,140,,6.00,14.28,,,,,
3/9/16,851,9,23,2.3,3.1,,8.8,170.2,143,,6.00,14.28,,,,,
3/9/16,904,8,1,,2.8,,8.9,,31,2.82,4.32,14.24,,,,,
3/9/16,904,8,2,,2.6,,8.9,,34,,4.52,14.23,,,,,
3/9/16,904,8,3,,2.5,,8.9,,41,,4.68,14.20,,,,,
3/9/16,904,8,4,,2.6,,8.9,,47,,4.69,14.20,,,,,
3/9/16,904,8,5,,2.5,,8.9,,55,,4.70,14.20,,,,,
3/9/16,904,8,6,,2.6,,8.9,,59,,4.72,14.20,,,,,
3/9/16,904,8,7,,2.6,,8.9,,63,,4.74,14.19,,,,,
3/9/16,904,8,8,,2.6,,8.9,,68,,4.76,14.18,,,,,
3/9/16,904,8,9,,2.6,,8.9,,74,,4.77,14.17,,,,,
3/9/16,904,8,10,,2.7,,8.9,,81,,4.82,14.16,,,,,
3/9/16,904,8,11,,2.8,,8.9,,90,,4.84,14.17,,,,,
3/9/16,904,8,12,,2.8,,8.9,,95,,4.89,14.18,,,,,
