Station,Date,Time,SampleDescription,FieldNotes,Weather,AirTemp,WindVelocity,WindDirection,NorthLat,WestLong,Chla,Pheophytin,TotAlkalinity,TotAmmonia,DissAmmonia,DissBromide,DissCalcium,TotChloride,DissChloride,DissNitrateNitrite,DOC,TOC,DON,TON,DissOrthophos,TotPhos,DissSilica,TDS,TSS,VSS,TKN,Depth,Secchi,Microcystis,LightExtinction,SpCndSurface,DOSurface,DOpercentSurface,WTSurface,TurbiditySurface,pHSurface,SpCndBottom,DOBottom,DOpercentBottom,WTBottom,TurbidityBottom,pHBottom
D10 ,10/24/2016,11:20,,NA,"overcast, cool, winds less than 10 mph",NA,NA,NA,NA,NA,2.03,0.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.4,56,1,NA,15308,8.47,NA,17.51,18.8,7.82,NA,NA,NA,NA,NA,NA
D10 ,11/7/2016,10:00,,NA,Partly cloudy,61.2,9.8,NA,NA,NA,1.32,ND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.4,88,1,NA,12865,8.37,NA,17.22,8.2,7.64,NA,NA,NA,NA,NA,NA
D10 ,12/9/2016,11:42,,NA,"Overcast, no waves, no rain",50.4,7.6,NA,NA,NA,1.36,1.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.9,40,1,NA,13622,9.77,NA,11.28,39.1,7.7,NA,NA,NA,NA,NA,NA
D10 ,1/9/2017,12:00,,NA,"Cloudy, small ripples",55.9,14.3,NA,NA,NA,1.92,1.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.6,28,1,NA,179,10.99,NA,9.04,34.2,7.46,169,10.89,NA,8.97,36.2,7.43
D10 ,2/8/2017,12:40,,NA,"Cloudy, wave scale 2, no rain",63.7,3.4,NA,NA,NA,5.97,2.33,NA,NA,0.06,NA,14,NA,8,0.35,3.2,3.7,0.2,NA,0.08,0.12,17.3,108,51,2,0.5,46.6,16,1,NA,195,10.61,NA,11.4,64.6,7.1,180,10.57,NA,11.16,55.5,7.16
D10 ,3/8/2017,11:15,,NA,"Partly cloudy, small waves, no rain",55.6,5.6,NA,NA,NA,3.9,0.72,NA,NA,0.04,NA,14,NA,10,0.32,2.2,2.3,0.2,NA,0.05,0.07,17.3,99,26,1,0.3,47,28,1,NA,180,10.19,NA,11.15,35.9,7.41,173,10.11,NA,10.94,37.1,7.4
D10 ,4/5/2017,11:00,,NA,"Cloudy, small waves, no rain",63.5,2.3,NA,NA,NA,5.14,1.14,NA,NA,0.04,NA,11,NA,10,0.24,1.9,2,0.2,NA,0.05,0.05,15.4,95,20,2,0.3,43.5,56,1,NA,154,9.78,NA,15.18,15.3,7.46,155,9.81,NA,14.64,22.5,7.5
D10 ,5/22/2017,13:05,,NA,"Sunny, Ripples to small waves with no white caps",75.9,15.8,NA,NA,NA,6.57,0.94,NA,NA,0.04,NA,8,NA,11,0.12,2.3,2.5,ND,NA,0.04,0.07,13.7,84,34,8,0.2,24,24,1,NA,132,9.52,NA,19.3,26.5,7.84,115,9.4,NA,18.38,14,7.64
D10 ,6/19/2017,11:10,,"Ended EZ2 tow at D10 location, no D10 tow performed","Sunny, Moderate waves with few white caps",76.6,25.1,NA,NA,NA,4.25,1.11,NA,NA,0.05,NA,11,NA,123,0.19,2.3,2.3,0.1,NA,0.04,0.05,13.6,313,15,2,0.2,37.6,56,1,NA,579,8.79,NA,21.9,13.5,7.73,962,8.65,NA,21.51,24.1,7.7
D10 ,7/18/2017,11:45,,NA,"Sunny, Moderate waves with few white caps",70.3,19,NA,NA,NA,11.04,4.77,NA,NA,0.06,NA,25,NA,741,0.07,2.2,2.6,0.2,NA,0.05,0.08,5.1,1483,44,7,0.3,40.5,32,1,NA,2699,8.41,NA,22.61,32.4,7.82,4073,8,NA,22.28,56.5,7.7
D10 ,8/16/2017,11:10,,NA,"Sunny, ripples to small waves with no white caps, no rain",69.6,14.5,NA,NA,NA,2.28,0.95,NA,NA,0.05,NA,38,NA,1300,0.3,1.4,1.5,0.1,NA,0.07,0.07,10.8,2566,20,3,0.3,44.8,44,1,NA,4561,8.43,NA,21.33,15,8.06,5454,8.26,NA,21.22,29.9,8
D10 ,9/14/2017,12:20,,NA,"Overcast, ripples to small waves, no rain",66,14.6,NA,NA,NA,2.83,1.41,NA,NA,0.08,NA,28,NA,804,0.32,1.9,2,0.2,NA,0.08,0.08,29.3,1702,25,3,0.3,39.9,48,2,NA,3023,8.43,NA,22.06,23,7.78,3770,8.29,NA,22.11,25.3,7.73
D10 ,10/12/2017,10:30,,NA,"Overcast, ripples to small waves, no rain",61,2.9,NA,NA,NA,1.91,1.19,NA,NA,0.09,NA,40,NA,1500,0.31,1.5,1.6,0.1,NA,0.07,0.08,14.2,3058,31,5,0.2,41.7,60,1,NA,5567,8.71,NA,17.36,22.6,7.68,6939,8.54,NA,17.57,59,7.66
D10 ,11/15/2017,12:40,,NA,"Cloudy, no rain, ripples to small waves",52.9,9.9,NA,NA,NA,1.03,0.75,NA,NA,0.12,NA,64,NA,2425,0.44,0.6,0.6,ND,NA,0.07,0.09,13.8,4972,67,13,0.2,41,48,1,NA,8722,8.92,NA,15.16,24.5,7.65,10576,8.76,NA,15.19,26.2,7.63
D10 ,12/13/2017,12:25,,NA,"Overcast, Ripples to small waves with no white caps",48.9,6.1,NA,NA,NA,0.81,0.82,NA,NA,0.18,NA,96,NA,3816,0.5,1.4,1.6,ND,NA,0.08,0.11,13.4,7270,43,5,0.4,35.8,40,1,NA,13868,9.37,NA,11.33,36.8,7.67,15930,9.24,NA,11.38,40.5,7.67
D10 ,1/10/2018,11:10,,NA,"Cloudy, ripples to small waves with no white caps",54.3,11,NA,NA,NA,0.83,ND,NA,NA,0.2,NA,79,NA,3120,0.46,1.5,1.6,0.3,NA,0.07,0.09,14.9,6324,39,8,0.4,43.3,24,1,NA,10778,10.02,NA,10.23,25.9,7.66,13498,9.75,NA,10.3,38.3,7.61
D10 ,2/8/2018,10:20,,NA,"Partly Cloudy Skies, Ripples to small waves with no white caps, No rain",57.6,1.1,NA,NA,NA,3.1,0.93,NA,NA,0.15,NA,50,NA,1565,0.61,2.4,2.5,0.4,NA,0.08,0.09,17.4,3248,23,4,0.5,44.5,64,1,NA,6227,9.46,NA,12.42,20.4,7.55,9302,9.22,NA,12.39,21.4,7.54
D10 ,3/14/2018,13:40,,NA,"Partially cloudy, ripples to small waves with no white caps, no rain",50.4,4.9,NA,NA,NA,3.16,1.04,NA,NA,0.13,NA,62,NA,2200,0.52,2.1,2.8,0.2,NA,0.07,0.09,14.5,4364,23,4,0.4,38.6,40,1,NA,7708,9.85,NA,12.84,19.9,7.7,11874,9.54,NA,12.79,35.1,7.73
D10 ,4/11/2018,12:50,,NA,"Overcast, moderate waves with few white caps",59.7,26.4,NA,NA,NA,1.92,1.34,NA,NA,0.07,NA,9,NA,10,0.21,2.7,2.7,0.1,NA,0.04,0.05,12.9,82,11,2,0.3,43.6,72,1,NA,135,9.83,NA,14.64,14.9,7.61,144,9.89,NA,15.02,14.6,7.23
D10 ,5/10/2018,11:25,,NA,"Partly cloudy, moderate waves with few white caps, no rain",62.1,31.5,NA,NA,NA,13,2,NA,NA,0.04,NA,23,NA,518,0.36,2.9,3.2,0.3,NA,0.07,0.12,14.1,1100,66,8,0.4,42.7,36,1,NA,2003,9.39,NA,18.18,41.8,7.92,2701,9.13,NA,17.96,46.6,7.82
D10 ,6/8/2018,11:20,,"Top and bottom readings collected after EZ 6 tow, passed through D10 during EZ 6 tow","Sunny with moderate waves with few white caps, and no rain",65.2,20.3,NA,NA,NA,2.03,0.97,NA,NA,0.06,NA,30,NA,875,0.41,2.3,2.4,0.2,NA,0.09,0.1,12.5,1840,20,4,0.4,50.1,44,1,NA,3550,8.75,NA,20.25,22.2,7.77,3553,8.6,NA,20.24,37.7,7.75
D10 ,7/10/2018,13:25,,Churn bucket 9 & 2,"Wind speed 20.7 mph, Sunny, Ripples to small waves with no white caps",79.9,20.7,NA,NA,NA,3.13,0.85,NA,NA,0.07,NA,56,NA,2100,0.41,1.8,1.8,0.2,NA,0.09,0.1,11.4,4120,25,5,0.3,38.3,44,2,NA,7254,8.54,NA,22.22,23.6,7.9,8027,8.39,NA,21.48,53.6,7.86
D10 ,8/7/2018,12:20,,NA,"Overcast, ripples to small waves with no white caps",69.8,17.4,NA,NA,NA,2.81,1.4,NA,NA,0.09,NA,61.5,NA,2300,0.32,1.6,1.6,ND,NA,0.09,0.108,12.1,4520,43,7,0.193,40.9,44,2,NA,7906,8.73,NA,21.11,26.8,7.87,9025,8.6,NA,21.03,21.8,7.86
D10 ,9/18/2018,10:05,,NA,"Sunny, ripples to small waves with no white caps",59.7,16.7,NA,NA,NA,1.46,0.77,NA,NA,0.06,NA,58.5,NA,1900,0.27,1.8,1.9,0.13,NA,0.089,0.094,14.8,3810,15,2,0.2,37.3,76,2,NA,6946,8.72,NA,19.24,14,7.79,7712,8.61,NA,18.98,43.3,7.8
D10 ,10/17/2018,10:40,,NA,"Sunny, ripples to small waves with no white caps",59.4,5.4,NA,NA,NA,1.43,0.86,NA,NA,0.094,NA,107,NA,4260,0.33,1.1,1.1,ND,NA,0.093,0.1,12.1,8290,20,3,0.2,37,72,2,NA,12691,8.88,NA,17.36,10.4,7.7,16308,8.51,NA,17.5,18.8,7.67
D10 ,11/20/2018,13:20,,Hazy,"Overcast skies, No waves/flat, No rain",56.7,3.1,NA,NA,NA,1.09,ND,NA,NA,0.121,NA,159,NA,6750,0.413,0.9,0.9,ND,NA,0.088,0.09,10.2,12600,13,2,0.23,38.6,116,1,NA,21421,8.84,NA,13.24,6.2,7.77,22785,8.68,NA,13.2,11,7.73
D10 ,12/17/2018,11:55,,"Weather taken from iPhone 10, Boat = R/V Compliance","Partly Cloudy, ripples to small waves with no white caps, No rain",60,5,NA,NA,NA,0.68,ND,NA,NA,0.173,NA,117,NA,4940,0.503,1.4,1.4,0.18,NA,0.082,0.1,12.5,9130,26,5,0.38,40,76,1,NA,16227,9.11,NA,11.7,12.8,7.63,20277,8.89,NA,11.61,13.5,7.61
D10,1/16/2019,11:30,,NA,"Cloudy, ripples to small waves with no white caps and no rain",49.3,15.1,NA,NA,NA,1,1.03,NA,NA,0.214,NA,75,NA,2670,0.59,2.3,2.3,0.11,NA,0.088,0.094,17.7,6010,23,5,0.5,40.1,52,1,NA,9337,9.81,NA,9.93,16.4,7.49,15066,9.52,NA,10.08,24.4,7.5
D10,2/19/2019,15:15,,NA,"Sunny, no waves/flat and no rain",51.8,5.5,NA,NA,NA,1.87,2.17,NA,NA,0.07,NA,11.1,NA,10,0.377,4.2,4.2,0.3,NA,0.06,0.158,15,95,85,10,0.622,40.2,16,1,NA,169,10.28,NA,9.36,99.7,7.68,171,9.96,NA,9.29,107.4,7.64
D10,3/15/2019,11:20,,NA,"Sunny, no waves/flat, and no rain",51.3,9,NA,NA,NA,3,0.64,NA,NA,0.05,NA,12.1,NA,7,0.28,2.6,2.7,0.2,NA,0.061,0.07,17.7,101,22,3,0.3,39.8,28,1,NA,167,10.35,NA,11.84,37.2,7.7,170,10.09,NA,11.17,44.2,7.69
D10,4/15/2019,12:50,,NA,"Cloudy, ripples to small waves with no white caps",54.9,26.4,NA,NA,NA,1.38,ND,NA,NA,ND,NA,12,NA,9,0.161,2.1,2.1,0.1,NA,0.051,0.07,16.9,96,20,2,0.2,39.3,44,1,NA,170,9.21,NA,14.96,25.5,7.59,173,9.51,NA,14.6,41.3,7.69
D10,5/14/2019,14:25,,Took post tow readings in the shallows since the waves in mid channel were too rough,Cloudy with large waves with frequent white caps and no rain,57.7,32.6,NA,NA,NA,4.19,1.53,NA,NA,ND,NA,10,NA,12.9,0.151,1.9,1.9,0.13,NA,ND,0.07,13.5,92,25,3,0.3,37.9,48,1,NA,155,9.97,NA,17.61,21.4,8.16,155,9.46,NA,17.61,28.2,7.97
D10,6/11/2019,11:45,,NA,"Sunny, no waves/flat",86.7,0.5,NA,NA,NA,2.18,ND,NA,NA,ND,NA,144,NA,17,0.14,2,2.1,0.2,NA,0.051,0.05,10.1,92,7,1,0.255,37.5,72,1,NA,146,8.6,NA,20.89,7.4,7.52,135,8.52,NA,20.45,8.9,7.52
D10,7/11/2019,11:50,,Passed through EZ2 during the zooplankton tow,"Sunny, moderate waves with few white caps, no rain",73,27,NA,NA,NA,4.03,1.75,NA,NA,ND,NA,22.5,NA,583,0.246,1.9,1.9,0.16,NA,0.064,0.093,13.7,1230,34,8,0.306,34.8,36,1,NA,1860,8.5,98,22.01,21.4,7.79,2251,8.36,95.3,21.48,38.1,7.74
D10,8/8/2019,11:05,,Same as EZ6,"Sunny, large waves with frequent white caps",67.3,27.3,NA,NA,NA,ND,6.32,NA,NA,ND,NA,41.2,NA,1350,0.203,1.7,1.6,ND,NA,0.065,0.067,12.3,3040,21,5,0.205,30.4,52,2,NA,5262,8.27,96.4,22.13,15.1,7.76,6311,8.13,94.9,22.07,17.9,7.74
D10,9/6/2019,10:20,,Ended zooplankton tow at EZ2,"Sunny, ripples to small waves with no white caps",64.4,25.8,NA,NA,NA,3.03,2.54,57,NA,ND,1.86,21.3,NA,563,0.236,1.8,1.8,0.26,NA,0.081,0.116,14,1170,60,7,0.424,39.5,32,2,NA,2185,8.27,95.1,21.92,32.7,7.72,2490,8.09,93.1,21.91,29.9,7.68
D10,10/7/2019,12:10,,Same as EZ6; a new bottle was used for the dissolved calcium/silica sample due to nitric acid leak,"Sunny, no waves/flat",74.7,2.8,NA,NA,NA,1.6,1.1,63,NA,ND,4.2,35,NA,1200,ND,0.97,1.2,ND,NA,0.07,0.097,15,2500,30,ND,0.16,36.4,32,1,NA,4097,8.47,92,18.73,19.9,7.73,6265,8.29,90.1,18.42,49.8,7.68
D10,11/6/2019,12:10,Dissolved nitrate+nitrite value is an outlier. Usage of this data point is up to the discretion of the user.,NA,"sunny, ripples to small waves, no white caps and no rain",61.5,6.7,NA,NA,NA,1.44,1.17,62,NA,0.14,36,69,NA,2600,3.9,0.68,0.77,NA,NA,0.064,0.086,13,5600,53,13,0.28,44.2,32,1,NA,9166,8.72,89.1,14.92,29.9,7.63,11712,8.45,86.7,14.69,24.8,7.6
D10,12/6/2019,12:35,,NA,"Cloudy, ripples to small waves with no white caps",53.2,9.1,NA,NA,NA,0.67,1.2,72,NA,0.24,15,87,NA,3600,ND,1.1,1,NA,NA,0.061,ND,13,7100,27,16,0.5,39.9,52,1,NA,12488,9.55,91.8,11.57,18.4,7.57,15604,9.33,90.6,11.47,27.3,7.61
D11,1/7/1975,13:00,,NA,NA,53.6,4,NA,NA,NA,1.24,0.94,NA,0.07,NA,NA,NA,25,NA,NA,NA,NA,0.2,0.3,0.07,0.1,18.4,NA,NA,NA,0.3,NA,51,NA,1.77,235,12.1,NA,7,14,7.6,NA,NA,NA,NA,NA,NA
D11,2/5/1975,12:00,,NA,NA,50,6,NA,NA,NA,2.22,1.02,NA,0.08,NA,NA,NA,47,NA,NA,NA,NA,0.3,0.38,0.06,0.11,18.4,NA,NA,NA,0.5,NA,36,NA,1.41,294,10.8,NA,9,18,7.2,NA,NA,NA,NA,NA,NA
D11,3/19/1975,8:00,,NA,NA,57.2,1,NA,NA,NA,1.42,0.99,NA,0.02,NA,NA,NA,11,NA,0.22,NA,NA,0.2,0.3,0.05,0.08,18.6,NA,NA,NA,0.3,NA,20,NA,0.89,197,10.1,NA,11,48,7.6,NA,NA,NA,NA,NA,NA
D11,4/2/1975,9:00,,NA,NA,55.4,NA,NA,NA,NA,1.3,0.79,NA,0.02,NA,NA,NA,7,NA,0.17,NA,NA,0.2,0.2,0.04,0.08,19,NA,NA,NA,0.2,NA,18,NA,0.79,149,10,NA,11,66,7.7,NA,NA,NA,NA,NA,NA
D11,4/22/1975,14:00,,NA,NA,55.4,10,NA,NA,NA,3.55,2.12,NA,NA,NA,NA,NA,10,NA,0.25,NA,NA,0.2,0.2,0.05,0.09,16,NA,NA,NA,0.2,NA,38,NA,1.28,180,9.5,NA,14,26,7.9,NA,NA,NA,NA,NA,NA
D11,5/7/1975,14:00,,NA,NA,66.2,10,NA,NA,NA,7.41,2.89,NA,NA,NA,NA,NA,7,NA,0.13,NA,NA,NA,0.2,0.05,0.08,15,NA,NA,NA,0.2,NA,36,NA,1.41,141,9.7,NA,16,23,7.8,NA,NA,NA,NA,NA,NA
D11,5/21/1975,14:00,,NA,NA,77,5,NA,NA,NA,17.75,8.88,NA,NA,NA,NA,NA,9,NA,0.01,NA,NA,0.1,0.3,0.03,0.09,14,NA,NA,NA,0.3,NA,33,NA,1.21,144,9.4,NA,17,23,8.1,NA,NA,NA,NA,NA,NA
D11,6/4/1975,13:00,,NA,NA,87.8,2,NA,NA,NA,NA,NA,NA,0.02,NA,NA,NA,9,NA,0.1,NA,NA,0.2,0.2,0.05,0.08,15,NA,NA,NA,0.2,NA,36,NA,1.51,158,8.8,NA,21,16,7.8,NA,NA,NA,NA,NA,NA
D11,6/18/1975,12:00,,NA,NA,71.6,10,NA,NA,NA,10.65,5.9,NA,NA,NA,NA,NA,10,NA,0.09,NA,NA,0.1,0.3,0.04,0.09,13,NA,NA,NA,0.3,NA,36,NA,1.31,140,8.6,NA,20,22,7.8,NA,NA,NA,NA,NA,NA
D11,7/2/1975,11:00,,NA,NA,68,8,NA,NA,NA,11.42,7.33,NA,0.01,NA,NA,NA,13,NA,0.15,NA,NA,0.2,0.3,0.05,0.09,14,NA,NA,NA,0.3,NA,28,NA,1.15,159,8.7,NA,20,25,8,NA,NA,NA,NA,NA,NA
D11,7/16/1975,11:00,,NA,NA,69.8,6,NA,NA,NA,12.35,7.91,NA,0.04,NA,NA,NA,85,NA,0.17,NA,NA,0.3,0.7,0.04,0.04,14,NA,NA,NA,0.7,NA,30,NA,NA,425,8,NA,21,23,7.8,NA,NA,NA,NA,NA,NA
D11,8/13/1975,10:00,,NA,NA,64.4,10,NA,NA,NA,5.4,5.71,NA,0.03,NA,NA,NA,219,NA,0.16,NA,NA,0.4,0.4,0.06,0.06,16,NA,NA,NA,0.4,NA,23,NA,0.95,870,8.2,NA,20,32,8,NA,NA,NA,NA,NA,NA
D11,8/26/1975,7:00,,NA,NA,60.8,12,NA,NA,NA,4.94,5.02,NA,NA,NA,NA,NA,186,NA,0.16,NA,NA,0.2,0.2,0.07,0.08,15,NA,NA,NA,0.2,NA,23,NA,0.98,832,8.1,NA,21,31,7.9,NA,NA,NA,NA,NA,NA
D11,9/2/1975,14:00,,NA,NA,84.2,6,NA,NA,NA,5.4,3.74,NA,NA,NA,NA,NA,99,NA,0.14,NA,NA,0.2,0.2,0.07,0.09,16,NA,NA,NA,0.2,NA,28,NA,1.18,498,8,NA,22,23,7.9,NA,NA,NA,NA,NA,NA
D11,9/16/1975,14:00,,NA,NA,78.8,7,NA,NA,NA,6.33,3.86,NA,NA,NA,NA,NA,74,NA,0.14,NA,NA,0.1,0.2,0.04,0.14,16,NA,NA,NA,0.2,NA,33,NA,1.18,416,8.3,NA,20,20,8,NA,NA,NA,NA,NA,NA
D11,10/15/1975,13:00,,NA,NA,69.8,NA,NA,NA,NA,3.09,3.4,NA,0.02,NA,NA,NA,28,NA,0.15,NA,NA,0.2,0.3,0.06,0.12,14,NA,NA,NA,0.3,NA,46,NA,1.48,230,7.9,NA,18,13,7.5,NA,NA,NA,NA,NA,NA
D11,10/28/1975,11:00,,NA,NA,57.2,5,NA,NA,NA,6.18,3.09,NA,0.01,NA,NA,NA,18,NA,0.18,NA,NA,0.1,0.3,0.06,0.1,14,NA,NA,NA,0.3,NA,46,NA,1.64,186,8.6,NA,16,12,7.6,NA,NA,NA,NA,NA,NA
D11,11/12/1975,12:00,,NA,NA,57.2,7,NA,NA,NA,NA,NA,NA,0.03,NA,NA,NA,24,NA,0.19,NA,NA,0.1,0.2,0.06,0.09,15,NA,NA,NA,0.2,NA,48,NA,1.57,194,9.1,NA,14,13,7.4,NA,NA,NA,NA,NA,NA
D11,12/15/1975,14:00,,NA,NA,57.2,6,NA,NA,NA,1.17,1.37,NA,0.04,NA,NA,NA,15,NA,0.2,NA,NA,0.1,0.1,0.05,0.07,17,NA,NA,NA,0.1,NA,61,NA,2,152,10.7,NA,10,12,7.5,NA,NA,NA,NA,NA,NA
D11,1/13/1976,13:00,,NA,NA,55.4,NA,NA,NA,NA,1.36,0.59,NA,0.08,NA,NA,NA,126,NA,0.24,NA,NA,0.2,0.2,0.04,0.09,18,NA,NA,NA,0.3,NA,76,NA,2.49,553,10.6,NA,9,9,7.3,NA,NA,NA,NA,NA,NA
D11,2/25/1976,13:00,,NA,NA,62.6,NA,NA,NA,NA,7.41,2.32,NA,0.06,NA,NA,NA,792,NA,0.44,NA,NA,0.2,0.2,0.09,0.1,16,NA,NA,NA,0.3,NA,48,NA,1.48,2700,10.1,NA,11,16,7.7,NA,NA,NA,NA,NA,NA
D11,3/10/1976,11:00,,NA,NA,57.2,3,NA,NA,NA,11.42,4.32,NA,0.04,NA,NA,NA,327,NA,0.37,NA,NA,0.2,0.3,0.08,0.15,18,NA,NA,NA,0.3,NA,41,NA,1.31,1260,10.2,NA,12,19,7.9,NA,NA,NA,NA,NA,NA
D11,3/26/1976,14:00,,NA,NA,62.6,7,NA,NA,NA,25.47,16.21,NA,NA,NA,NA,NA,767,NA,0.26,NA,NA,0.1,0.5,0.06,0.21,15,NA,NA,NA,0.5,NA,25,NA,0.82,2550,11.6,NA,15,34,8.1,NA,NA,NA,NA,NA,NA
D11,4/8/1976,12:00,,NA,NA,50,23,NA,NA,NA,32.42,15.05,NA,0.01,NA,NA,NA,916,NA,0.16,NA,NA,0.2,0.5,0.04,0.2,14,NA,NA,NA,0.5,NA,18,NA,0.82,3140,10.4,NA,14,31,8,NA,NA,NA,NA,NA,NA
D11,4/22/1976,12:00,,NA,NA,60.8,21,NA,NA,NA,35.51,15.44,NA,NA,NA,NA,NA,431,NA,0.08,NA,NA,0.2,0.5,0.04,0.21,16,NA,NA,NA,0.5,NA,23,NA,0.82,1640,10.5,NA,16,35,8.2,NA,NA,NA,NA,NA,NA
D11,5/11/1976,17:00,,NA,NA,86,1,NA,NA,NA,13.12,10.03,NA,0.01,NA,NA,NA,502,NA,0.14,NA,NA,0.2,0.4,0.06,0.18,15,NA,NA,NA,0.4,NA,30,NA,0.98,1880,9.7,NA,19,26,8,NA,NA,NA,NA,NA,NA
D11,5/25/1976,16:00,,NA,NA,69.8,10,NA,NA,NA,8.34,7.64,NA,0.04,NA,NA,NA,948,NA,0.17,NA,NA,0.2,0.4,0.06,0.11,13,NA,NA,NA,0.4,NA,25,NA,1.05,3370,9.1,NA,19,27,7.9,NA,NA,NA,NA,NA,NA
D11,6/8/1976,15:00,,NA,NA,71.6,8,NA,NA,NA,7.87,6.25,NA,0.02,NA,NA,NA,1060,NA,0.23,NA,NA,0.2,0.4,0.09,0.09,13,NA,NA,NA,0.4,NA,33,NA,1.05,3960,8.7,NA,19,25,7.8,NA,NA,NA,NA,NA,NA
D11,6/24/1976,17:00,,NA,NA,96.8,12,NA,NA,NA,4.63,4.52,NA,0.02,NA,NA,NA,1040,NA,0.32,NA,NA,0.2,0.3,0.08,0.15,15,NA,NA,NA,0.3,NA,33,NA,1.12,3410,8.8,NA,21,24,8,NA,NA,NA,NA,NA,NA
D11,7/9/1976,17:00,,NA,NA,80.6,18,NA,NA,NA,8.34,4.75,NA,NA,NA,NA,NA,1660,NA,0.34,NA,NA,0.2,0.3,0.08,0.15,16,NA,NA,NA,0.3,NA,41,NA,0.72,5240,8.3,NA,23,19,7.9,NA,NA,NA,NA,NA,NA
D11,7/22/1976,16:00,,NA,NA,86,7,NA,NA,NA,3.24,4.17,NA,NA,NA,NA,NA,1140,NA,0.35,NA,NA,0.2,0.3,0.09,0.14,15,NA,NA,NA,0.3,NA,43,NA,1.35,3460,8.3,NA,24,18,7.9,NA,NA,NA,NA,NA,NA
D11,8/4/1976,14:00,,NA,NA,75.2,14,NA,NA,NA,4.01,4.44,NA,NA,NA,NA,NA,1080,NA,0.31,NA,NA,NA,0.3,0.1,0.1,16,NA,NA,NA,0.3,NA,30,NA,0.98,3020,8.5,NA,21,30,7.8,NA,NA,NA,NA,NA,NA
D11,8/31/1976,11:00,,NA,NA,78.8,8,NA,NA,NA,7.1,4.25,NA,NA,NA,NA,NA,1040,NA,0.32,NA,NA,0.3,0.3,0.1,0.16,17,NA,NA,NA,0.3,NA,43,NA,1.25,3500,8,NA,24,21,7.8,NA,NA,NA,NA,NA,NA
D11,9/16/1976,11:00,,NA,NA,69.8,5,NA,NA,NA,5.25,2.97,NA,NA,NA,NA,NA,1010,NA,0.34,NA,NA,0.2,0.3,0.11,0.18,17,NA,NA,NA,0.3,NA,46,NA,1.48,3280,8.3,NA,22,16,7.9,NA,NA,NA,NA,NA,NA
D11,9/30/1976,13:00,,NA,NA,71.6,10,NA,NA,NA,6.64,4.01,NA,NA,NA,NA,NA,1360,NA,0.32,NA,NA,0.1,0.3,0.1,0.18,14,NA,NA,NA,0.3,NA,43,NA,1.64,4040,8.6,NA,21,13,8,NA,NA,NA,NA,NA,NA
D11,10/15/1976,13:00,,NA,NA,77,6,NA,NA,NA,9.88,3.67,NA,NA,NA,NA,NA,1630,NA,0.33,NA,NA,0.2,0.2,0.07,0.16,14,NA,NA,NA,0.2,NA,51,NA,1.9,5290,9.4,NA,21,9,8.1,NA,NA,NA,NA,NA,NA
D11,11/2/1976,14:00,,NA,NA,73.4,3,NA,NA,NA,6.48,2.08,NA,0.02,NA,NA,NA,1930,NA,0.3,NA,NA,0.2,0.3,0.1,0.3,14,NA,NA,NA,0.3,NA,46,NA,1.61,5750,9,NA,17,14,7.8,NA,NA,NA,NA,NA,NA
D11,12/16/1976,14:00,,NA,NA,53.6,2,NA,NA,NA,7.72,1.78,NA,0.12,NA,NA,NA,1640,NA,0.43,NA,NA,0.2,0.2,0.11,0.25,16,NA,NA,NA,0.3,NA,58,NA,1.9,NA,10.3,NA,11,7,7.8,NA,NA,NA,NA,NA,NA
D11,1/27/1977,12:00,,NA,NA,39.2,4,NA,NA,NA,1.73,1.24,NA,0.14,NA,NA,NA,1300,NA,0.56,NA,NA,0.1,0.1,0.09,0.19,16,NA,NA,NA,0.2,NA,48,NA,NA,5430,10.5,NA,8,11,7.7,NA,NA,NA,NA,NA,NA
D11,2/16/1977,15:00,,NA,NA,69.8,NA,NA,NA,NA,4.63,2.08,NA,0.13,NA,NA,NA,2470,NA,0.6,NA,NA,0.6,0.6,0.08,0.32,17,NA,NA,NA,0.7,NA,66,NA,2.03,8080,9.8,NA,12,7,7.6,NA,NA,NA,NA,NA,NA
D11,3/16/1977,15:00,,NA,NA,53.6,6,NA,NA,NA,7.41,4.52,NA,0.29,NA,NA,NA,2620,NA,0.61,NA,NA,0.1,0.3,0.09,0.39,16,NA,NA,NA,0.6,NA,36,NA,1.35,8560,9.6,NA,13,26,7.9,NA,NA,NA,NA,NA,NA
D11,3/31/1977,13:00,,NA,NA,60.8,7,NA,NA,NA,5.87,5.25,NA,NA,NA,NA,NA,2230,NA,0.72,NA,NA,0.2,0.3,0.09,0.12,16,NA,NA,NA,0.3,NA,32,NA,NA,6950,9.5,NA,14,24,7.9,NA,NA,NA,NA,NA,NA
D11,4/14/1977,15:00,,NA,NA,75.2,9,NA,NA,NA,5.09,6.48,NA,NA,NA,NA,NA,2660,NA,0.68,NA,NA,0.3,0.4,0.1,0.1,15,NA,NA,NA,0.4,NA,34,NA,1.05,8710,9.1,NA,17,23,8,NA,NA,NA,NA,NA,NA
