LongStationName,StationNumber,SampleCode,CollectionDate,Analyte,Result,SampleType
Frank's Tract Mid Track - D19A,B9D80281359,CF0822B0876,2022-08-10 14:00:00,Field Dissolved Oxygen,11.52,Normal Sample
Frank's Tract Mid Track - D19A,B9D80281359,CF0822B0876,2022-08-10 14:00:00,Field Specific Conductance,542,Normal Sample
Frank's Tract Mid Track - D19A,B9D80281359,CF0822B0876,2022-08-10 14:00:00,Field Turbidity,0.61,Normal Sample
Frank's Tract Mid Track - D19A,B9D80281359,CF0822B0876,2022-08-10 14:00:00,Field Water Temperature,22.99,Normal Sample
Frank's Tract Mid Track - D19A,B9D80281359,CF0822B0876,2022-08-10 14:00:00,Field pH,9.35,Normal Sample
Frank's Tract Mid Track - D19A,B9D80281359,CF0922B0933,2022-09-08 08:46:00,Field Dissolved Oxygen,10.75,Normal Sample
Frank's Tract Mid Track - D19A,B9D80281359,CF0922B0933,2022-09-08 08:46:00,Field Specific Conductance,622,Normal Sample
Frank's Tract Mid Track - D19A,B9D80281359,CF0922B0933,2022-09-08 08:46:00,Field Turbidity,0.13,Normal Sample
Frank's Tract Mid Track - D19A,B9D80281359,CF0922B0933,2022-09-08 08:46:00,Field Water Temperature,25.09,Normal Sample
Frank's Tract Mid Track - D19A,B9D80281359,CF0922B0933,2022-09-08 08:46:00,Field pH,9.66,Normal Sample
Frank's Tract Mid Track - D19A,B9D80281359,CF1022B1133,2022-10-13 10:20:00,Field Dissolved Oxygen,9.65,Normal Sample
Frank's Tract Mid Track - D19A,B9D80281359,CF1022B1133,2022-10-13 10:20:00,Field Specific Conductance,830,Normal Sample
Frank's Tract Mid Track - D19A,B9D80281359,CF1022B1133,2022-10-13 10:20:00,Field Turbidity,0.35,Normal Sample
Frank's Tract Mid Track - D19A,B9D80281359,CF1022B1133,2022-10-13 10:20:00,Field Water Temperature,19.32,Normal Sample
Frank's Tract Mid Track - D19A,B9D80281359,CF1022B1133,2022-10-13 10:20:00,Field pH,8.43,Normal Sample
Rock Slough @ Contra Costa WD Fish Screen,B9522200,CF0122B0230,2022-01-26 09:58:00,Field Dissolved Oxygen,11.01,Normal Sample
Rock Slough @ Contra Costa WD Fish Screen,B9522200,CF0122B0230,2022-01-26 09:58:00,Field Specific Conductance,395.3,Normal Sample
Rock Slough @ Contra Costa WD Fish Screen,B9522200,CF0122B0230,2022-01-26 09:58:00,Field Turbidity,1.51,Normal Sample
Rock Slough @ Contra Costa WD Fish Screen,B9522200,CF0122B0230,2022-01-26 09:58:00,Field Water Temperature,9.65,Normal Sample
Rock Slough @ Contra Costa WD Fish Screen,B9522200,CF0122B0230,2022-01-26 09:58:00,Field pH,7.73,Normal Sample
Rock Slough @ Contra Costa WD Fish Screen,B9522200,CF0222B0289,2022-02-16 08:55:00,Field Dissolved Oxygen,10.36,Normal Sample
Rock Slough @ Contra Costa WD Fish Screen,B9522200,CF0222B0289,2022-02-16 08:55:00,Field Specific Conductance,357.6,Normal Sample
Rock Slough @ Contra Costa WD Fish Screen,B9522200,CF0222B0289,2022-02-16 08:55:00,Field Turbidity,1.88,Normal Sample
Rock Slough @ Contra Costa WD Fish Screen,B9522200,CF0222B0289,2022-02-16 08:55:00,Field Water Temperature,10.9,Normal Sample
Rock Slough @ Contra Costa WD Fish Screen,B9522200,CF0222B0289,2022-02-16 08:55:00,Field pH,7.69,Normal Sample
Rock Slough @ Contra Costa WD Fish Screen,B9522200,CF0322B0412,2022-03-23 08:00:00,Field Dissolved Oxygen,8.81,Normal Sample
Rock Slough @ Contra Costa WD Fish Screen,B9522200,CF0322B0412,2022-03-23 08:00:00,Field Specific Conductance,358.4,Normal Sample
Rock Slough @ Contra Costa WD Fish Screen,B9522200,CF0322B0412,2022-03-23 08:00:00,Field Turbidity,2.77,Normal Sample
Rock Slough @ Contra Costa WD Fish Screen,B9522200,CF0322B0412,2022-03-23 08:00:00,Field Water Temperature,16.517,Normal Sample
Rock Slough @ Contra Costa WD Fish Screen,B9522200,CF0322B0412,2022-03-23 08:00:00,Field pH,7.73,Normal Sample
Rock Slough @ Contra Costa WD Fish Screen,B9522200,CF0422B0512,2022-04-25 09:05:00,Field Dissolved Oxygen,9.46,Normal Sample
Rock Slough @ Contra Costa WD Fish Screen,B9522200,CF0422B0512,2022-04-25 09:05:00,Field Specific Conductance,328.1,Normal Sample
Rock Slough @ Contra Costa WD Fish Screen,B9522200,CF0422B0512,2022-04-25 09:05:00,Field Turbidity,0.5,Normal Sample
Rock Slough @ Contra Costa WD Fish Screen,B9522200,CF0422B0512,2022-04-25 09:05:00,Field Water Temperature,17.837,Normal Sample
Rock Slough @ Contra Costa WD Fish Screen,B9522200,CF0422B0512,2022-04-25 09:05:00,Field pH,8.22,Normal Sample
Rock Slough @ Contra Costa WD Fish Screen,B9522200,CF0622B0692,2022-06-16 11:00:00,Field Dissolved Oxygen,5.58,Normal Sample
Rock Slough @ Contra Costa WD Fish Screen,B9522200,CF0622B0692,2022-06-16 11:00:00,Field Specific Conductance,410.6,Normal Sample
Rock Slough @ Contra Costa WD Fish Screen,B9522200,CF0622B0692,2022-06-16 11:00:00,Field Turbidity,3.11,Normal Sample
Rock Slough @ Contra Costa WD Fish Screen,B9522200,CF0622B0692,2022-06-16 11:00:00,Field Water Temperature,23.379,Normal Sample
Rock Slough @ Contra Costa WD Fish Screen,B9522200,CF0622B0692,2022-06-16 11:00:00,Field pH,7.25,Normal Sample
Rock Slough @ Contra Costa WD Fish Screen,B9522200,CF0722B0781,2022-07-13 08:57:00,Field Dissolved Oxygen,5.14,Normal Sample
Rock Slough @ Contra Costa WD Fish Screen,B9522200,CF0722B0781,2022-07-13 08:57:00,Field Specific Conductance,632,Normal Sample
Rock Slough @ Contra Costa WD Fish Screen,B9522200,CF0722B0781,2022-07-13 08:57:00,Field Turbidity,0.44,Normal Sample
Rock Slough @ Contra Costa WD Fish Screen,B9522200,CF0722B0781,2022-07-13 08:57:00,Field Water Temperature,25.078,Normal Sample
Rock Slough @ Contra Costa WD Fish Screen,B9522200,CF0722B0781,2022-07-13 08:57:00,Field pH,7.35,Normal Sample
Rock Slough @ Contra Costa WD Fish Screen,B9522200,CF0822B0886,2022-08-16 09:49:00,Field Dissolved Oxygen,4.58,Normal Sample
Rock Slough @ Contra Costa WD Fish Screen,B9522200,CF0822B0886,2022-08-16 09:49:00,Field Specific Conductance,527,Normal Sample
Rock Slough @ Contra Costa WD Fish Screen,B9522200,CF0822B0886,2022-08-16 09:49:00,Field Turbidity,1.84,Normal Sample
Rock Slough @ Contra Costa WD Fish Screen,B9522200,CF0822B0886,2022-08-16 09:49:00,Field Water Temperature,25.671,Normal Sample
Rock Slough @ Contra Costa WD Fish Screen,B9522200,CF0822B0886,2022-08-16 09:49:00,Field pH,7.17,Normal Sample
Rock Slough @ Contra Costa WD Fish Screen,B9522200,CF0922B0969,2022-09-20 09:24:00,Field Dissolved Oxygen,5.8,Normal Sample
Rock Slough @ Contra Costa WD Fish Screen,B9522200,CF0922B0969,2022-09-20 09:24:00,Field Specific Conductance,509,Normal Sample
Rock Slough @ Contra Costa WD Fish Screen,B9522200,CF0922B0969,2022-09-20 09:24:00,Field Turbidity,1.44,Normal Sample
Rock Slough @ Contra Costa WD Fish Screen,B9522200,CF0922B0969,2022-09-20 09:24:00,Field Water Temperature,21.244,Normal Sample
Rock Slough @ Contra Costa WD Fish Screen,B9522200,CF0922B0969,2022-09-20 09:24:00,Field pH,7.26,Normal Sample
Rock Slough @ Contra Costa WD Fish Screen,B9522200,CF1022B1118,2022-10-13 10:08:00,Field Dissolved Oxygen,7.9,Normal Sample
Rock Slough @ Contra Costa WD Fish Screen,B9522200,CF1022B1118,2022-10-13 10:08:00,Field Specific Conductance,600,Normal Sample
Rock Slough @ Contra Costa WD Fish Screen,B9522200,CF1022B1118,2022-10-13 10:08:00,Field Turbidity,3.26,Normal Sample
Rock Slough @ Contra Costa WD Fish Screen,B9522200,CF1022B1118,2022-10-13 10:08:00,Field Water Temperature,21.146,Normal Sample
Rock Slough @ Contra Costa WD Fish Screen,B9522200,CF1022B1118,2022-10-13 10:08:00,Field pH,7.55,Normal Sample
Rock Slough @ Contra Costa WD Fish Screen,B9522200,CF1122B1234,2022-11-22 11:55:00,Field Dissolved Oxygen,10.1,Normal Sample
Rock Slough @ Contra Costa WD Fish Screen,B9522200,CF1122B1234,2022-11-22 11:55:00,Field Specific Conductance,703,Normal Sample
Rock Slough @ Contra Costa WD Fish Screen,B9522200,CF1122B1234,2022-11-22 11:55:00,Field Turbidity,6.12,Normal Sample
Rock Slough @ Contra Costa WD Fish Screen,B9522200,CF1122B1234,2022-11-22 11:55:00,Field Water Temperature,12.25,Normal Sample
Rock Slough @ Contra Costa WD Fish Screen,B9522200,CF1122B1234,2022-11-22 11:55:00,Field pH,7.57,Normal Sample
Old River Below Clifton Court Intake,B9D74971332,CF0122B0161,2022-01-11 10:25:00,Field Dissolved Oxygen,9.12,Normal Sample
Old River Below Clifton Court Intake,B9D74971332,CF0122B0161,2022-01-11 10:25:00,Field Specific Conductance,481.1,Normal Sample
Old River Below Clifton Court Intake,B9D74971332,CF0122B0161,2022-01-11 10:25:00,Field Turbidity,5.53,Normal Sample
Old River Below Clifton Court Intake,B9D74971332,CF0122B0161,2022-01-11 10:25:00,Field Water Temperature,9.276,Normal Sample
Old River Below Clifton Court Intake,B9D74971332,CF0122B0161,2022-01-11 10:25:00,Field pH,7.49,Normal Sample
Old River Below Clifton Court Intake,B9D74971332,CF0222B0256,2022-02-08 10:04:00,Field Dissolved Oxygen,10.85,Normal Sample
Old River Below Clifton Court Intake,B9D74971332,CF0222B0256,2022-02-08 10:04:00,Field Specific Conductance,387.2,Normal Sample
Old River Below Clifton Court Intake,B9D74971332,CF0222B0256,2022-02-08 10:04:00,Field Turbidity,3.93,Normal Sample
Old River Below Clifton Court Intake,B9D74971332,CF0222B0256,2022-02-08 10:04:00,Field Water Temperature,10.228,Normal Sample
Old River Below Clifton Court Intake,B9D74971332,CF0222B0256,2022-02-08 10:04:00,Field pH,7.65,Normal Sample
Old River Below Clifton Court Intake,B9D74971332,CF0322B0334,2022-03-08 10:29:00,Field Dissolved Oxygen,9.96,Normal Sample
Old River Below Clifton Court Intake,B9D74971332,CF0322B0334,2022-03-08 10:29:00,Field Specific Conductance,458,Normal Sample
Old River Below Clifton Court Intake,B9D74971332,CF0322B0334,2022-03-08 10:29:00,Field Turbidity,2.63,Normal Sample
Old River Below Clifton Court Intake,B9D74971332,CF0322B0334,2022-03-08 10:29:00,Field Water Temperature,12.922,Normal Sample
Old River Below Clifton Court Intake,B9D74971332,CF0322B0334,2022-03-08 10:29:00,Field pH,7.7,Normal Sample
Old River Below Clifton Court Intake,B9D74971332,CF0422B0454,2022-04-12 10:35:00,Field Dissolved Oxygen,9.16,Normal Sample
Old River Below Clifton Court Intake,B9D74971332,CF0422B0454,2022-04-12 10:35:00,Field Specific Conductance,652,Normal Sample
Old River Below Clifton Court Intake,B9D74971332,CF0422B0454,2022-04-12 10:35:00,Field Turbidity,3.05,Normal Sample
Old River Below Clifton Court Intake,B9D74971332,CF0422B0454,2022-04-12 10:35:00,Field Water Temperature,16.695,Normal Sample
Old River Below Clifton Court Intake,B9D74971332,CF0422B0454,2022-04-12 10:35:00,Field pH,8.02,Normal Sample
Old River Below Clifton Court Intake,B9D74971332,CF0522B0596,2022-05-10 09:45:00,Field Dissolved Oxygen,9.37,Normal Sample
Old River Below Clifton Court Intake,B9D74971332,CF0522B0596,2022-05-10 09:45:00,Field Specific Conductance,409.4,Normal Sample
Old River Below Clifton Court Intake,B9D74971332,CF0522B0596,2022-05-10 09:45:00,Field Turbidity,1.71,Normal Sample
Old River Below Clifton Court Intake,B9D74971332,CF0522B0596,2022-05-10 09:45:00,Field Water Temperature,18.008,Normal Sample
Old River Below Clifton Court Intake,B9D74971332,CF0522B0596,2022-05-10 09:45:00,Field pH,8.15,Normal Sample
Old River Below Clifton Court Intake,B9D74971332,CF0622B0657,2022-06-06 09:17:00,Field Dissolved Oxygen,6.8,Normal Sample
Old River Below Clifton Court Intake,B9D74971332,CF0622B0657,2022-06-06 09:17:00,Field Specific Conductance,403.6,Normal Sample
Old River Below Clifton Court Intake,B9D74971332,CF0622B0657,2022-06-06 09:17:00,Field Turbidity,2.95,Normal Sample
Old River Below Clifton Court Intake,B9D74971332,CF0622B0657,2022-06-06 09:17:00,Field Water Temperature,22.14,Normal Sample
Old River Below Clifton Court Intake,B9D74971332,CF0622B0657,2022-06-06 09:17:00,Field pH,7.42,Normal Sample
Old River Below Clifton Court Intake,B9D74971332,CF0722B0760,2022-07-12 09:14:00,Field Dissolved Oxygen,6.58,Normal Sample
Old River Below Clifton Court Intake,B9D74971332,CF0722B0760,2022-07-12 09:14:00,Field Specific Conductance,583,Normal Sample
Old River Below Clifton Court Intake,B9D74971332,CF0722B0760,2022-07-12 09:14:00,Field Turbidity,3.92,Normal Sample
Old River Below Clifton Court Intake,B9D74971332,CF0722B0760,2022-07-12 09:14:00,Field Water Temperature,25.595,Normal Sample
Old River Below Clifton Court Intake,B9D74971332,CF0722B0760,2022-07-12 09:14:00,Field pH,7.43,Normal Sample
Old River Below Clifton Court Intake,B9D74971332,CF0822B0840,2022-08-09 10:35:00,Field Dissolved Oxygen,6.92,Normal Sample
Old River Below Clifton Court Intake,B9D74971332,CF0822B0840,2022-08-09 10:35:00,Field Specific Conductance,438.2,Normal Sample
Old River Below Clifton Court Intake,B9D74971332,CF0822B0840,2022-08-09 10:35:00,Field Turbidity,3.9,Normal Sample
Old River Below Clifton Court Intake,B9D74971332,CF0822B0840,2022-08-09 10:35:00,Field Water Temperature,24.56,Normal Sample
Old River Below Clifton Court Intake,B9D74971332,CF0822B0840,2022-08-09 10:35:00,Field pH,7.27,Normal Sample
Old River Below Clifton Court Intake,B9D74971332,CF0922B0953,2022-09-13 12:12:00,Field Dissolved Oxygen,7.07,Normal Sample
Old River Below Clifton Court Intake,B9D74971332,CF0922B0953,2022-09-13 12:12:00,Field Specific Conductance,439.9,Normal Sample
Old River Below Clifton Court Intake,B9D74971332,CF0922B0953,2022-09-13 12:12:00,Field Turbidity,5.38,Normal Sample
Old River Below Clifton Court Intake,B9D74971332,CF0922B0953,2022-09-13 12:12:00,Field Water Temperature,24.376,Normal Sample
Old River Below Clifton Court Intake,B9D74971332,CF0922B0953,2022-09-13 12:12:00,Field pH,7.54,Normal Sample
Old River Below Clifton Court Intake,B9D74971332,CF1122B1194,2022-11-08 11:27:00,Field Dissolved Oxygen,9.14,Normal Sample
Old River Below Clifton Court Intake,B9D74971332,CF1122B1194,2022-11-08 11:27:00,Field Specific Conductance,512,Normal Sample
Old River Below Clifton Court Intake,B9D74971332,CF1122B1194,2022-11-08 11:27:00,Field Turbidity,4.13,Normal Sample
Old River Below Clifton Court Intake,B9D74971332,CF1122B1194,2022-11-08 11:27:00,Field Water Temperature,14.24,Normal Sample
Old River Below Clifton Court Intake,B9D74971332,CF1122B1194,2022-11-08 11:27:00,Field pH,7.65,Normal Sample
Old River Below Clifton Court Intake,B9D74971332,CF1222B1611,2022-12-13 10:41:00,Field Dissolved Oxygen,9.98,Normal Sample
Old River Below Clifton Court Intake,B9D74971332,CF1222B1611,2022-12-13 10:41:00,Field Specific Conductance,635,Normal Sample
Old River Below Clifton Court Intake,B9D74971332,CF1222B1611,2022-12-13 10:41:00,Field Turbidity,2.02,Normal Sample
Old River Below Clifton Court Intake,B9D74971332,CF1222B1611,2022-12-13 10:41:00,Field Water Temperature,10.001,Normal Sample
Old River Below Clifton Court Intake,B9D74971332,CF1222B1611,2022-12-13 10:41:00,Field pH,7.58,Normal Sample
Sacramento River Downstream of Isleton,B9D81051394,CF0122B0180,2022-01-13 10:30:00,Field Dissolved Oxygen,10.62,Normal Sample
Sacramento River Downstream of Isleton,B9D81051394,CF0122B0180,2022-01-13 10:30:00,Field Specific Conductance,176.8,Normal Sample
Sacramento River Downstream of Isleton,B9D81051394,CF0122B0180,2022-01-13 10:30:00,Field Turbidity,6.75,Normal Sample
Sacramento River Downstream of Isleton,B9D81051394,CF0122B0180,2022-01-13 10:30:00,Field Water Temperature,9.523,Normal Sample
Sacramento River Downstream of Isleton,B9D81051394,CF0122B0180,2022-01-13 10:30:00,Field pH,7.63,Normal Sample
Sacramento River Downstream of Isleton,B9D81051394,CF0222B0307,2022-02-17 10:27:00,Field Dissolved Oxygen,10.05,Normal Sample
Sacramento River Downstream of Isleton,B9D81051394,CF0222B0307,2022-02-17 10:27:00,Field Specific Conductance,186.3,Normal Sample
Sacramento River Downstream of Isleton,B9D81051394,CF0222B0307,2022-02-17 10:27:00,Field Turbidity,4.62,Normal Sample
Sacramento River Downstream of Isleton,B9D81051394,CF0222B0307,2022-02-17 10:27:00,Field Water Temperature,12.35,Normal Sample
Sacramento River Downstream of Isleton,B9D81051394,CF0222B0307,2022-02-17 10:27:00,Field pH,7.4,Normal Sample
Sacramento River Downstream of Isleton,B9D81051394,CF0322B0403,2022-03-17 09:33:00,Field Dissolved Oxygen,9.85,Normal Sample
Sacramento River Downstream of Isleton,B9D81051394,CF0322B0403,2022-03-17 09:33:00,Field Specific Conductance,159.1,Normal Sample
Sacramento River Downstream of Isleton,B9D81051394,CF0322B0403,2022-03-17 09:33:00,Field Turbidity,2.99,Normal Sample
Sacramento River Downstream of Isleton,B9D81051394,CF0322B0403,2022-03-17 09:33:00,Field Water Temperature,14.044,Normal Sample
Sacramento River Downstream of Isleton,B9D81051394,CF0322B0403,2022-03-17 09:33:00,Field pH,7.5,Normal Sample
Sacramento River Downstream of Isleton,B9D81051394,CF0422B0527,2022-04-28 09:50:00,Field Dissolved Oxygen,9.02,Normal Sample
Sacramento River Downstream of Isleton,B9D81051394,CF0422B0527,2022-04-28 09:50:00,Field Specific Conductance,156.6,Normal Sample
Sacramento River Downstream of Isleton,B9D81051394,CF0422B0527,2022-04-28 09:50:00,Field Turbidity,3.39,Normal Sample
Sacramento River Downstream of Isleton,B9D81051394,CF0422B0527,2022-04-28 09:50:00,Field Water Temperature,17.318,Normal Sample
Sacramento River Downstream of Isleton,B9D81051394,CF0422B0527,2022-04-28 09:50:00,Field pH,7.44,Normal Sample
Sacramento River Downstream of Isleton,B9D81051394,CF0622B0677,2022-06-10 09:27:00,Field Dissolved Oxygen,8.1,Normal Sample
Sacramento River Downstream of Isleton,B9D81051394,CF0622B0677,2022-06-10 09:27:00,Field Specific Conductance,131.5,Normal Sample
Sacramento River Downstream of Isleton,B9D81051394,CF0622B0677,2022-06-10 09:27:00,Field Turbidity,2.71,Normal Sample
Sacramento River Downstream of Isleton,B9D81051394,CF0622B0677,2022-06-10 09:27:00,Field Water Temperature,23.182,Normal Sample
Sacramento River Downstream of Isleton,B9D81051394,CF0622B0677,2022-06-10 09:27:00,Field pH,7.48,Normal Sample
Sacramento River Downstream of Isleton,B9D81051394,CF0722B0815,2022-07-28 09:58:00,Field Dissolved Oxygen,8.29,Normal Sample
Sacramento River Downstream of Isleton,B9D81051394,CF0722B0815,2022-07-28 09:58:00,Field Specific Conductance,116.7,Normal Sample
Sacramento River Downstream of Isleton,B9D81051394,CF0722B0815,2022-07-28 09:58:00,Field Turbidity,3.4,Normal Sample
Sacramento River Downstream of Isleton,B9D81051394,CF0722B0815,2022-07-28 09:58:00,Field Water Temperature,23.105,Normal Sample
Sacramento River Downstream of Isleton,B9D81051394,CF0722B0815,2022-07-28 09:58:00,Field pH,7.5,Normal Sample
Sacramento River Downstream of Isleton,B9D81051394,CF0822B0898,2022-08-18 09:58:00,Field Dissolved Oxygen,8.09,Normal Sample
Sacramento River Downstream of Isleton,B9D81051394,CF0822B0898,2022-08-18 09:58:00,Field Specific Conductance,149.6,Normal Sample
Sacramento River Downstream of Isleton,B9D81051394,CF0822B0898,2022-08-18 09:58:00,Field Turbidity,2.47,Normal Sample
Sacramento River Downstream of Isleton,B9D81051394,CF0822B0898,2022-08-18 09:58:00,Field Water Temperature,23.679,Normal Sample
Sacramento River Downstream of Isleton,B9D81051394,CF0822B0898,2022-08-18 09:58:00,Field pH,7.69,Normal Sample
Sacramento River Downstream of Isleton,B9D81051394,CF0922B0977,2022-09-20 09:28:00,Field Dissolved Oxygen,8.29,Normal Sample
Sacramento River Downstream of Isleton,B9D81051394,CF0922B0977,2022-09-20 09:28:00,Field Specific Conductance,133.8,Normal Sample
Sacramento River Downstream of Isleton,B9D81051394,CF0922B0977,2022-09-20 09:28:00,Field Turbidity,1.67,Normal Sample
Sacramento River Downstream of Isleton,B9D81051394,CF0922B0977,2022-09-20 09:28:00,Field Water Temperature,21.082,Normal Sample
Sacramento River Downstream of Isleton,B9D81051394,CF0922B0977,2022-09-20 09:28:00,Field pH,7.57,Normal Sample
Sacramento River Downstream of Isleton,B9D81051394,CF1022B1164,2022-10-20 09:18:00,Field Dissolved Oxygen,8.54,Normal Sample
Sacramento River Downstream of Isleton,B9D81051394,CF1022B1164,2022-10-20 09:18:00,Field Specific Conductance,136.6,Normal Sample
Sacramento River Downstream of Isleton,B9D81051394,CF1022B1164,2022-10-20 09:18:00,Field Turbidity,1.05,Normal Sample
Sacramento River Downstream of Isleton,B9D81051394,CF1022B1164,2022-10-20 09:18:00,Field Water Temperature,19.69,Normal Sample
Sacramento River Downstream of Isleton,B9D81051394,CF1022B1164,2022-10-20 09:18:00,Field pH,7.66,Normal Sample
Sacramento River Downstream of Isleton,B9D81051394,CF1122B1230,2022-11-17 11:00:00,Field Dissolved Oxygen,10.42,Normal Sample
Sacramento River Downstream of Isleton,B9D81051394,CF1122B1230,2022-11-17 11:00:00,Field Specific Conductance,159.4,Normal Sample
Sacramento River Downstream of Isleton,B9D81051394,CF1122B1230,2022-11-17 11:00:00,Field Turbidity,1.64,Normal Sample
Sacramento River Downstream of Isleton,B9D81051394,CF1122B1230,2022-11-17 11:00:00,Field Water Temperature,11.627,Normal Sample
Sacramento River Downstream of Isleton,B9D81051394,CF1122B1230,2022-11-17 11:00:00,Field pH,7.74,Normal Sample
Sacramento River Downstream of Isleton,B9D81051394,CF1222B1621,2022-12-20 11:13:00,Field Dissolved Oxygen,9.79,Normal Sample
Sacramento River Downstream of Isleton,B9D81051394,CF1222B1621,2022-12-20 11:13:00,Field Specific Conductance,171.1,Normal Sample
Sacramento River Downstream of Isleton,B9D81051394,CF1222B1621,2022-12-20 11:13:00,Field Turbidity,10.69,Normal Sample
Sacramento River Downstream of Isleton,B9D81051394,CF1222B1621,2022-12-20 11:13:00,Field Water Temperature,8.465,Normal Sample
Sacramento River Downstream of Isleton,B9D81051394,CF1222B1621,2022-12-20 11:13:00,Field pH,7.36,Normal Sample
Steamboat Slough,B9S81131386,CF0122B0179,2022-01-13 09:58:00,Field Dissolved Oxygen,10.54,Normal Sample
Steamboat Slough,B9S81131386,CF0122B0179,2022-01-13 09:58:00,Field Specific Conductance,193.9,Normal Sample
Steamboat Slough,B9S81131386,CF0122B0179,2022-01-13 09:58:00,Field Turbidity,7.69,Normal Sample
Steamboat Slough,B9S81131386,CF0122B0179,2022-01-13 09:58:00,Field Water Temperature,9.55,Normal Sample
Steamboat Slough,B9S81131386,CF0122B0179,2022-01-13 09:58:00,Field pH,7.5,Normal Sample
Steamboat Slough,B9S81131386,CF0222B0306,2022-02-17 09:57:00,Field Dissolved Oxygen,10.08,Normal Sample
Steamboat Slough,B9S81131386,CF0222B0306,2022-02-17 09:57:00,Field Specific Conductance,190.3,Normal Sample
Steamboat Slough,B9S81131386,CF0222B0306,2022-02-17 09:57:00,Field Turbidity,3.98,Normal Sample
Steamboat Slough,B9S81131386,CF0222B0306,2022-02-17 09:57:00,Field Water Temperature,12.141,Normal Sample
Steamboat Slough,B9S81131386,CF0222B0306,2022-02-17 09:57:00,Field pH,7.49,Normal Sample
Steamboat Slough,B9S81131386,CF0322B0402,2022-03-17 09:05:00,Field Dissolved Oxygen,9.81,Normal Sample
Steamboat Slough,B9S81131386,CF0322B0402,2022-03-17 09:05:00,Field Specific Conductance,173,Normal Sample
Steamboat Slough,B9S81131386,CF0322B0402,2022-03-17 09:05:00,Field Turbidity,2.93,Normal Sample
Steamboat Slough,B9S81131386,CF0322B0402,2022-03-17 09:05:00,Field Water Temperature,14.235,Normal Sample
Steamboat Slough,B9S81131386,CF0322B0402,2022-03-17 09:05:00,Field pH,7.63,Normal Sample
Steamboat Slough,B9S81131386,CF0422B0526,2022-04-28 10:19:00,Field Dissolved Oxygen,9.04,Normal Sample
Steamboat Slough,B9S81131386,CF0422B0526,2022-04-28 10:19:00,Field Specific Conductance,162.7,Normal Sample
Steamboat Slough,B9S81131386,CF0422B0526,2022-04-28 10:19:00,Field Turbidity,3.06,Normal Sample
Steamboat Slough,B9S81131386,CF0422B0526,2022-04-28 10:19:00,Field Water Temperature,17.23,Normal Sample
Steamboat Slough,B9S81131386,CF0422B0526,2022-04-28 10:19:00,Field pH,7.54,Normal Sample
Steamboat Slough,B9S81131386,CF0622B0676,2022-06-10 08:56:00,Field Dissolved Oxygen,8.05,Normal Sample
Steamboat Slough,B9S81131386,CF0622B0676,2022-06-10 08:56:00,Field Specific Conductance,142.9,Normal Sample
Steamboat Slough,B9S81131386,CF0622B0676,2022-06-10 08:56:00,Field Turbidity,2.71,Normal Sample
Steamboat Slough,B9S81131386,CF0622B0676,2022-06-10 08:56:00,Field Water Temperature,23.382,Normal Sample
Steamboat Slough,B9S81131386,CF0622B0676,2022-06-10 08:56:00,Field pH,7.46,Normal Sample
Steamboat Slough,B9S81131386,CF0722B0814,2022-07-28 09:27:00,Field Dissolved Oxygen,8.24,Normal Sample
Steamboat Slough,B9S81131386,CF0722B0814,2022-07-28 09:27:00,Field Specific Conductance,114.8,Normal Sample
Steamboat Slough,B9S81131386,CF0722B0814,2022-07-28 09:27:00,Field Turbidity,1.82,Normal Sample
Steamboat Slough,B9S81131386,CF0722B0814,2022-07-28 09:27:00,Field Water Temperature,23.032,Normal Sample
Steamboat Slough,B9S81131386,CF0722B0814,2022-07-28 09:27:00,Field pH,7.52,Normal Sample
Steamboat Slough,B9S81131386,CF0822B0897,2022-08-18 09:14:00,Field Dissolved Oxygen,7.97,Normal Sample
Steamboat Slough,B9S81131386,CF0822B0897,2022-08-18 09:14:00,Field Specific Conductance,123.7,Normal Sample
Steamboat Slough,B9S81131386,CF0822B0897,2022-08-18 09:14:00,Field Turbidity,1.41,Normal Sample
Steamboat Slough,B9S81131386,CF0822B0897,2022-08-18 09:14:00,Field Water Temperature,23.723,Normal Sample
Steamboat Slough,B9S81131386,CF0822B0897,2022-08-18 09:14:00,Field pH,7.57,Normal Sample
Steamboat Slough,B9S81131386,CF0922B0976,2022-09-20 09:01:00,Field Dissolved Oxygen,8.1,Normal Sample
Steamboat Slough,B9S81131386,CF0922B0976,2022-09-20 09:01:00,Field Specific Conductance,123.6,Normal Sample
Steamboat Slough,B9S81131386,CF0922B0976,2022-09-20 09:01:00,Field Turbidity,1.02,Normal Sample
Steamboat Slough,B9S81131386,CF0922B0976,2022-09-20 09:01:00,Field Water Temperature,20.788,Normal Sample
Steamboat Slough,B9S81131386,CF0922B0976,2022-09-20 09:01:00,Field pH,7.54,Normal Sample
Steamboat Slough,B9S81131386,CF1022B1163,2022-10-20 08:45:00,Field Dissolved Oxygen,8.37,Normal Sample
Steamboat Slough,B9S81131386,CF1022B1163,2022-10-20 08:45:00,Field Specific Conductance,141.2,Normal Sample
Steamboat Slough,B9S81131386,CF1022B1163,2022-10-20 08:45:00,Field Turbidity,0.88,Normal Sample
Steamboat Slough,B9S81131386,CF1022B1163,2022-10-20 08:45:00,Field Water Temperature,19.622,Normal Sample
Steamboat Slough,B9S81131386,CF1022B1163,2022-10-20 08:45:00,Field pH,7.63,Normal Sample
