"SurveyID","SampleDate","Survey","Comments"
777,5/23/2011 0:00:00,6,
778,5/24/2011 0:00:00,6,
779,5/25/2011 0:00:00,6,
780,5/26/2011 0:00:00,6,
781,6/6/2011 0:00:00,7,
782,6/7/2011 0:00:00,7,
783,6/8/2011 0:00:00,7,
784,6/9/2011 0:00:00,7,
785,6/20/2011 0:00:00,8,
786,6/21/2011 0:00:00,8,
787,6/22/2011 0:00:00,8,
788,6/23/2011 0:00:00,8,
789,7/5/2011 0:00:00,9,
790,7/6/2011 0:00:00,9,
791,7/7/2011 0:00:00,9,
792,7/8/2011 0:00:00,9,
793,3/12/2012 0:00:00,1,
794,3/13/2012 0:00:00,1,
795,3/14/2012 0:00:00,1,
796,3/15/2012 0:00:00,1,
797,3/26/2012 0:00:00,2,
798,3/27/2012 0:00:00,2,
799,3/28/2012 0:00:00,2,
800,3/29/2012 0:00:00,2,
801,4/9/2012 0:00:00,3,
802,4/10/2012 0:00:00,3,
803,4/11/2012 0:00:00,3,
804,4/12/2012 0:00:00,3,
805,4/23/2012 0:00:00,4,
806,4/24/2012 0:00:00,4,
807,4/25/2012 0:00:00,4,
808,4/26/2012 0:00:00,4,
809,5/7/2012 0:00:00,5,
810,5/8/2012 0:00:00,5,
811,5/9/2012 0:00:00,5,
812,5/10/2012 0:00:00,5,
813,5/21/2012 0:00:00,6,
814,5/22/2012 0:00:00,6,
815,5/23/2012 0:00:00,6,
816,5/24/2012 0:00:00,6,
817,6/4/2012 0:00:00,7,
818,6/5/2012 0:00:00,7,
819,6/6/2012 0:00:00,7,
820,6/7/2012 0:00:00,7,
821,6/18/2012 0:00:00,8,
822,6/19/2012 0:00:00,8,
823,6/20/2012 0:00:00,8,
824,6/21/2012 0:00:00,8,
825,7/9/2012 0:00:00,9,
826,7/10/2012 0:00:00,9,
827,7/11/2012 0:00:00,9,
828,7/12/2012 0:00:00,9,
829,3/11/2013 0:00:00,1,
830,3/12/2013 0:00:00,1,
831,3/13/2013 0:00:00,1,
832,3/14/2013 0:00:00,1,
833,3/25/2013 0:00:00,2,
834,3/26/2013 0:00:00,2,
835,3/27/2013 0:00:00,2,
836,3/28/2013 0:00:00,2,
837,4/8/2013 0:00:00,3,
838,4/9/2013 0:00:00,3,
839,4/10/2013 0:00:00,3,
840,4/11/2013 0:00:00,3,
841,4/22/2013 0:00:00,4,
842,4/23/2013 0:00:00,4,
843,4/24/2013 0:00:00,4,
844,4/25/2013 0:00:00,4,
845,5/6/2013 0:00:00,5,
846,5/7/2013 0:00:00,5,
847,5/8/2013 0:00:00,5,
848,5/9/2013 0:00:00,5,
849,5/20/2013 0:00:00,6,
850,5/21/2013 0:00:00,6,
851,5/22/2013 0:00:00,6,
852,5/23/2013 0:00:00,6,
853,6/3/2013 0:00:00,7,
854,6/4/2013 0:00:00,7,
855,6/5/2013 0:00:00,7,
856,6/6/2013 0:00:00,7,
857,6/17/2013 0:00:00,8,
858,6/18/2013 0:00:00,8,
859,6/19/2013 0:00:00,8,
860,6/20/2013 0:00:00,8,
861,7/1/2013 0:00:00,9,
862,7/2/2013 0:00:00,9,
863,7/3/2013 0:00:00,9,
864,3/17/2014 0:00:00,1,
865,3/18/2014 0:00:00,1,
866,3/19/2014 0:00:00,1,
867,3/20/2014 0:00:00,1,
868,3/21/2014 0:00:00,1,
869,4/1/2014 0:00:00,2,
870,4/2/2014 0:00:00,2,
871,4/3/2014 0:00:00,2,
872,4/4/2014 0:00:00,2,
873,4/14/2014 0:00:00,3,
874,4/15/2014 0:00:00,3,
875,4/16/2014 0:00:00,3,
876,4/17/2014 0:00:00,3,
877,4/28/2014 0:00:00,4,
878,4/29/2014 0:00:00,4,
879,4/30/2014 0:00:00,4,
880,5/1/2014 0:00:00,4,
881,5/12/2014 0:00:00,5,
882,5/13/2014 0:00:00,5,
883,5/14/2014 0:00:00,5,
884,5/15/2014 0:00:00,5,
885,5/27/2014 0:00:00,6,
886,5/29/2014 0:00:00,6,
887,6/2/2014 0:00:00,6,
888,6/9/2014 0:00:00,7,
889,6/10/2014 0:00:00,7,
890,6/11/2014 0:00:00,7,
891,6/12/2014 0:00:00,7,
892,6/23/2014 0:00:00,8,
893,6/24/2014 0:00:00,8,
894,6/25/2014 0:00:00,8,
895,6/26/2014 0:00:00,8,
896,7/7/2014 0:00:00,9,
897,7/8/2014 0:00:00,9,
898,7/9/2014 0:00:00,9,
899,7/10/2014 0:00:00,9,
900,3/16/2015 0:00:00,1,
901,3/17/2015 0:00:00,1,
902,3/18/2015 0:00:00,1,
903,3/19/2015 0:00:00,1,
904,3/20/2015 0:00:00,1,
905,3/30/2015 0:00:00,2,
906,4/1/2015 0:00:00,2,
907,4/2/2015 0:00:00,2,
908,4/3/2015 0:00:00,2,
909,4/6/2015 0:00:00,2,
910,4/7/2015 0:00:00,2,
911,4/8/2015 0:00:00,2,
912,4/13/2015 0:00:00,3,
913,4/14/2015 0:00:00,3,
914,4/15/2015 0:00:00,3,
915,4/16/2015 0:00:00,3,
916,4/27/2015 0:00:00,4,
917,4/28/2015 0:00:00,4,
918,4/29/2015 0:00:00,4,
919,4/30/2015 0:00:00,4,
920,5/11/2015 0:00:00,5,
921,5/12/2015 0:00:00,5,
922,5/13/2015 0:00:00,5,
923,5/14/2015 0:00:00,5,
924,5/26/2015 0:00:00,6,
925,5/27/2015 0:00:00,6,
926,5/28/2015 0:00:00,6,
927,5/29/2015 0:00:00,6,
928,6/8/2015 0:00:00,7,
929,6/9/2015 0:00:00,7,
930,6/10/2015 0:00:00,7,
931,6/11/2015 0:00:00,7,
932,6/22/2015 0:00:00,8,
933,6/23/2015 0:00:00,8,
934,6/24/2015 0:00:00,8,
935,6/25/2015 0:00:00,8,
936,7/6/2015 0:00:00,9,
937,7/7/2015 0:00:00,9,
938,7/8/2015 0:00:00,9,
939,3/14/2016 0:00:00,1,
940,3/15/2016 0:00:00,1,
941,3/16/2016 0:00:00,1,
942,3/17/2016 0:00:00,1,
943,3/28/2016 0:00:00,2,
944,3/29/2016 0:00:00,2,
945,3/30/2016 0:00:00,2,
946,3/31/2016 0:00:00,2,
947,4/11/2016 0:00:00,3,
948,4/12/2016 0:00:00,3,
949,4/13/2016 0:00:00,3,
950,4/14/2016 0:00:00,3,
951,4/25/2016 0:00:00,4,
952,4/26/2016 0:00:00,4,
953,4/27/2016 0:00:00,4,
954,4/28/2016 0:00:00,4,
955,5/10/2016 0:00:00,5,
956,5/11/2016 0:00:00,5,
957,5/12/2016 0:00:00,5,
958,5/13/2016 0:00:00,5,
959,5/23/2016 0:00:00,6,
960,5/24/2016 0:00:00,6,
961,5/25/2016 0:00:00,6,
962,5/26/2016 0:00:00,6,
963,6/6/2016 0:00:00,7,
964,6/7/2016 0:00:00,7,
965,6/8/2016 0:00:00,7,
966,6/9/2016 0:00:00,7,
967,6/20/2016 0:00:00,8,
968,6/21/2016 0:00:00,8,
969,6/22/2016 0:00:00,8,
970,6/23/2016 0:00:00,8,
971,7/5/2016 0:00:00,9,
972,7/6/2016 0:00:00,9,
973,7/7/2016 0:00:00,9,
974,3/13/2017 0:00:00,1,
975,3/14/2017 0:00:00,1,
976,3/15/2017 0:00:00,1,
977,3/27/2017 0:00:00,2,
978,3/16/2017 0:00:00,1,
979,3/28/2017 0:00:00,2,
980,3/29/2017 0:00:00,2,
981,3/30/2017 0:00:00,2,
982,4/10/2017 0:00:00,3,
983,4/11/2017 0:00:00,3,
984,4/12/2017 0:00:00,3,
985,4/13/2017 0:00:00,3,
986,4/24/2017 0:00:00,4,
987,4/25/2017 0:00:00,4,
988,4/26/2017 0:00:00,4,
989,4/27/2017 0:00:00,4,
990,5/8/2017 0:00:00,5,
991,5/9/2017 0:00:00,5,
992,5/10/2017 0:00:00,5,
993,5/11/2017 0:00:00,5,
994,5/22/2017 0:00:00,6,
995,5/23/2017 0:00:00,6,
996,5/24/2017 0:00:00,6,
997,6/5/2017 0:00:00,7,
998,6/6/2017 0:00:00,7,
999,6/7/2017 0:00:00,7,
1000,5/25/2017 0:00:00,6,
1001,6/19/2017 0:00:00,8,
1002,6/20/2017 0:00:00,8,
1003,6/21/2017 0:00:00,8,
1004,7/5/2017 0:00:00,9,
1005,7/6/2017 0:00:00,9,
1006,7/7/2017 0:00:00,9,
1007,6/8/2017 0:00:00,7,
1008,6/22/2017 0:00:00,8,
1009,3/12/2018 0:00:00,1,
1010,3/13/2018 0:00:00,1,
1011,3/14/2018 0:00:00,1,
1012,3/15/2018 0:00:00,1,
1013,3/26/2018 0:00:00,2,
1014,3/27/2018 0:00:00,2,
1015,3/28/2018 0:00:00,2,
1016,3/29/2018 0:00:00,2,
1017,4/9/2018 0:00:00,3,
1018,4/10/2018 0:00:00,3,
1019,4/11/2018 0:00:00,3,
1020,4/12/2018 0:00:00,3,
1021,4/23/2018 0:00:00,4,
1022,4/24/2018 0:00:00,4,
1023,4/25/2018 0:00:00,4,
1024,4/27/2018 0:00:00,4,
1025,5/7/2018 0:00:00,5,
1026,5/8/2018 0:00:00,5,
1027,5/9/2018 0:00:00,5,
1028,5/10/2018 0:00:00,5,
1029,5/21/2018 0:00:00,6,
1030,5/22/2018 0:00:00,6,
1031,5/23/2018 0:00:00,6,
1032,5/24/2018 0:00:00,6,
1033,6/4/2018 0:00:00,7,
1034,6/5/2018 0:00:00,7,
1035,6/6/2018 0:00:00,7,
1036,6/7/2018 0:00:00,7,
1037,6/18/2018 0:00:00,8,
1038,6/19/2018 0:00:00,8,
1039,6/20/2018 0:00:00,8,
1040,6/21/2018 0:00:00,8,
1041,7/2/2018 0:00:00,9,
1042,7/3/2018 0:00:00,9,
1043,7/5/2018 0:00:00,9,
1044,7/6/2018 0:00:00,9,
1045,3/11/2019 0:00:00,1,
1046,3/12/2019 0:00:00,1,
1047,3/13/2019 0:00:00,1,
1048,3/27/2019 0:00:00,2,
1049,3/25/2019 0:00:00,2,
1050,3/26/2019 0:00:00,2,
1051,3/28/2019 0:00:00,2,
1052,4/8/2019 0:00:00,3,
1053,4/9/2019 0:00:00,3,
1054,4/10/2019 0:00:00,3,
1055,4/22/2019 0:00:00,4,
1056,4/23/2019 0:00:00,4,
1057,4/29/2019 0:00:00,4,
1058,4/24/2019 0:00:00,4,
1059,4/26/2019 0:00:00,4,
1060,4/25/2019 0:00:00,4,
1061,5/6/2019 0:00:00,5,
1062,5/7/2019 0:00:00,5,
1063,5/8/2019 0:00:00,5,
1064,5/13/2019 0:00:00,5,
1065,5/20/2019 0:00:00,6,
1066,5/21/2019 0:00:00,6,
1067,5/22/2019 0:00:00,6,
1068,6/3/2019 0:00:00,7,
1070,6/4/2019 0:00:00,7,
1071,6/5/2019 0:00:00,7,
1072,5/14/2019 0:00:00,5,
1073,6/17/2019 0:00:00,8,
1074,6/18/2019 0:00:00,8,
1075,7/1/2019 0:00:00,9,
1076,7/2/2019 0:00:00,9,
1077,5/23/2019 0:00:00,6,
1078,5/9/2019 0:00:00,5,
1079,5/10/2019 0:00:00,5,
1080,6/6/2019 0:00:00,7,
1081,7/3/2019 0:00:00,9,
1082,3/14/2019 0:00:00,1,
1083,4/11/2019 0:00:00,3,
1085,6/19/2019 0:00:00,8,
1086,6/20/2019 0:00:00,8,
1087,3/16/2020 0:00:00,1,
1089,3/17/2020 0:00:00,1,
1096,3/18/2020 0:00:00,1,
1099,4/13/2020 0:00:00,3,
1100,4/14/2020 0:00:00,3,
1101,4/15/2020 0:00:00,3,
1102,4/27/2020 0:00:00,4,
1106,4/29/2020 0:00:00,4,
1107,4/28/2020 0:00:00,4,
1108,5/13/2020 0:00:00,5,
1109,5/12/2020 0:00:00,5,
1110,5/11/2020 0:00:00,5,
1111,5/14/2020 0:00:00,5,
1112,5/15/2020 0:00:00,5,
1113,5/18/2020 0:00:00,5,
1116,5/26/2020 0:00:00,6,
1117,5/27/2020 0:00:00,6,
1118,5/28/2020 0:00:00,6,
1121,5/29/2020 0:00:00,6,
1122,6/2/2020 0:00:00,6,
1123,6/9/2020 0:00:00,7,
1124,6/8/2020 0:00:00,7,
1125,6/10/2020 0:00:00,7,
1126,6/11/2020 0:00:00,7,
1127,6/12/2020 0:00:00,7,
1128,6/22/2020 0:00:00,8,
1129,6/23/2020 0:00:00,8,
1130,6/24/2020 0:00:00,8,
1131,6/25/2020 0:00:00,8,
1132,7/7/2020 0:00:00,9,
1133,7/6/2020 0:00:00,9,
1134,7/9/2020 0:00:00,9,
1135,7/10/2020 0:00:00,9,
1136,7/8/2020 0:00:00,9,
